angle radius accuracy
19.3220 1.9359 10.8872
20.0000 1.9359 2.5768
-20.0000 2.0385 -1.3991
-19.3220 2.0385 7.1604
-18.6441 2.0385 15.7857
-17.9661 2.0385 24.4026
-17.2881 2.0385 32.9369
-16.6102 2.0385 41.2337
-15.9322 2.0385 49.1261
-15.2542 2.0385 56.5100
-14.5763 2.0385 63.2823
-13.8983 2.0385 69.7338
-13.2203 2.0385 76.0639
-12.5424 2.0385 82.1502
-11.8644 2.0385 87.8122
-11.1864 2.0385 92.7504
-10.5085 2.0385 96.8710
-9.8305 2.0385 100.0974
-9.1525 2.0385 102.4058
-8.4746 2.0385 103.8828
-7.7966 2.0385 104.6290
-7.1186 2.0385 104.8894
-6.4407 2.0385 105.0645
-5.7627 2.0385 105.3400
-5.0847 2.0385 105.7637
-4.4068 2.0385 105.5177
-3.7288 2.0385 104.6242
-3.0508 2.0385 103.3203
-2.3729 2.0385 101.8717
-1.6949 2.0385 100.6612
-1.0169 2.0385 99.8406
-0.3390 2.0385 99.5205
0.3390 2.0385 99.7906
1.0169 2.0385 100.5371
1.6949 2.0385 101.5914
2.3729 2.0385 102.7945
3.0508 2.0385 103.9599
3.7288 2.0385 104.8118
4.4068 2.0385 105.2440
5.0847 2.0385 105.1745
5.7627 2.0385 104.6770
6.4407 2.0385 104.3797
7.1186 2.0385 104.2108
7.7966 2.0385 103.9930
8.4746 2.0385 103.3309
9.1525 2.0385 101.9788
9.8305 2.0385 99.8349
10.5085 2.0385 96.7957
11.1864 2.0385 92.8516
11.8644 2.0385 88.0876
12.5424 2.0385 82.6087
13.2203 2.0385 76.7284
13.8983 2.0385 70.6184
14.5763 2.0385 64.3872
15.2542 2.0385 57.8885
15.9322 2.0385 50.8665
16.6102 2.0385 43.3551
17.2881 2.0385 35.3894
17.9661 2.0385 27.0830
18.6441 2.0385 18.6155
19.3220 2.0385 10.1092
20.0000 2.0385 1.6864
-20.0000 2.1410 -1.1355
-19.3220 2.1410 7.4196
-18.6441 2.1410 16.0178
-17.9661 2.1410 24.5847
-17.2881 2.1410 33.0462
-16.6102 2.1410 41.3270
-15.9322 2.1410 49.3229
-15.2542 2.1410 56.9242
-14.5763 2.1410 64.0265
-13.8983 2.1410 70.5258
-13.2203 2.1410 76.4251
-12.5424 2.1410 82.1540
-11.8644 2.1410 87.6657
-11.1864 2.1410 92.6727
-10.5085 2.1410 96.8376
-9.8305 2.1410 100.0815
-9.1525 2.1410 102.3767
-8.4746 2.1410 103.8082
-7.7966 2.1410 104.5832
-7.1186 2.1410 105.2709
-6.4407 2.1410 106.0968
-5.7627 2.1410 106.6157
-5.0847 2.1410 106.2988
-4.4068 2.1410 105.3822
-3.7288 2.1410 104.1030
-3.0508 2.1410 102.6997
-2.3729 2.1410 101.4085
-1.6949 2.1410 100.3658
-1.0169 2.1410 99.6821
-0.3390 2.1410 99.4677
0.3390 2.1410 99.8156
1.0169 2.1410 100.6297
1.6949 2.1410 101.7447
2.3729 2.1410 103.0013
3.0508 2.1410 104.2404
3.7288 2.1410 105.2962
4.4068 2.1410 106.0352
5.0847 2.1410 106.3744
5.7627 2.1410 106.2317
6.4407 2.1410 105.5262
7.1186 2.1410 104.6954
7.7966 2.1410 104.0306
8.4746 2.1410 103.3146
9.1525 2.1410 101.9808
9.8305 2.1410 99.8209
10.5085 2.1410 96.7316
11.1864 2.1410 92.7040
11.8644 2.1410 87.8253
12.5424 2.1410 82.4539
13.2203 2.1410 76.8771
13.8983 2.1410 71.1463
14.5763 2.1410 64.9319
15.2542 2.1410 58.1905
15.9322 2.1410 50.9573
16.6102 2.1410 43.2671
17.2881 2.1410 35.1680
17.9661 2.1410 26.7723
18.6441 2.1410 18.2031
19.3220 2.1410 9.5827
20.0000 2.1410 1.0332
-20.0000 2.2436 -0.8083
-19.3220 2.2436 7.7570
-18.6441 2.2436 16.3424
-17.9661 2.2436 24.8738
-17.2881 2.2436 33.2769
-16.6102 2.2436 41.4783
-15.9322 2.2436 49.4221
-15.2542 2.2436 57.0567
-14.5763 2.2436 64.3147
-13.8983 2.2436 71.0840
-13.2203 2.2436 77.2598
-12.5424 2.2436 82.7385
-11.8644 2.2436 87.8021
-11.1864 2.2436 92.6693
-10.5085 2.2436 96.8786
-9.8305 2.2436 100.1400
-9.1525 2.2436 102.4220
-8.4746 2.2436 103.8577
-7.7966 2.2436 105.1353
-7.1186 2.2436 106.4354
-6.4407 2.2436 106.9098
-5.7627 2.2436 106.5949
-5.0847 2.2436 105.7280
-4.4068 2.2436 104.5613
-3.7288 2.2436 103.3136
-3.0508 2.2436 102.0913
-2.3729 2.2436 100.9951
-1.6949 2.2436 100.1203
-1.0169 2.2436 99.5734
-0.3390 2.2436 99.4648
0.3390 2.2436 99.8904
1.0169 2.2436 100.7723
1.6949 2.2436 101.9478
2.3729 2.2436 103.2579
3.0508 2.2436 104.5327
3.7288 2.2436 105.6297
4.4068 2.2436 106.4809
5.0847 2.2436 107.0210
5.7627 2.2436 107.1798
6.4407 2.2436 106.8766
7.1186 2.2436 106.0296
7.7966 2.2436 104.6904
8.4746 2.2436 103.4481
9.1525 2.2436 102.0829
9.8305 2.2436 99.9070
10.5085 2.2436 96.7676
11.1864 2.2436 92.6564
11.8644 2.2436 87.8821
12.5424 2.2436 82.9206
13.2203 2.2436 77.6275
13.8983 2.2436 71.7703
14.5763 2.2436 65.3836
15.2542 2.2436 58.5021
15.9322 2.2436 51.1520
16.6102 2.2436 43.3694
17.2881 2.2436 35.1962
17.9661 2.2436 26.6985
18.6441 2.2436 18.0136
19.3220 2.2436 9.2649
20.0000 2.2436 0.5747
-20.0000 2.3462 -0.4614
-19.3220 2.3462 8.1285
-18.6441 2.3462 16.7158
-17.9661 2.3462 25.2223
-17.2881 2.3462 33.5751
-16.6102 2.3462 41.7218
-15.9322 2.3462 49.6109
-15.2542 2.3462 57.1909
-14.5763 2.3462 64.4102
-13.8983 2.3462 71.2173
-13.2203 2.3462 77.5608
-12.5424 2.3462 83.3600
-11.8644 2.3462 88.4729
-11.1864 2.3462 92.8932
-10.5085 2.3462 97.0115
-9.8305 2.3462 100.2905
-9.1525 2.3462 102.5656
-8.4746 2.3462 104.5103
-7.7966 2.3462 105.9903
-7.1186 2.3462 106.4917
-6.4407 2.3462 106.2996
-5.7627 2.3462 105.7188
-5.0847 2.3462 104.8601
-4.4068 2.3462 103.8246
-3.7288 2.3462 102.7135
-3.0508 2.3462 101.6278
-2.3729 2.3462 100.6686
-1.6949 2.3462 99.9371
-1.0169 2.3462 99.5262
-0.3390 2.3462 99.5234
0.3390 2.3462 100.0268
1.0169 2.3462 100.9764
1.6949 2.3462 102.2087
2.3729 2.3462 103.4918
3.0508 2.3462 104.7088
3.7288 2.3462 105.7946
4.4068 2.3462 106.6839
5.0847 2.3462 107.3115
5.7627 2.3462 107.6121
6.4407 2.3462 107.5205
7.1186 2.3462 106.9716
7.7966 2.3462 105.8967
8.4746 2.3462 104.2162
9.1525 2.3462 102.3149
9.8305 2.3462 100.1166
10.5085 2.3462 96.9272
11.1864 2.3462 92.8753
11.8644 2.3462 88.5501
12.5424 2.3462 83.6910
13.2203 2.3462 78.2640
13.8983 2.3462 72.2806
14.5763 2.3462 65.7706
15.2542 2.3462 58.7758
15.9322 2.3462 51.3381
16.6102 2.3462 43.4997
17.2881 2.3462 35.3024
17.9661 2.3462 26.7882
18.6441 2.3462 18.0042
19.3220 2.3462 9.1131
20.0000 2.3462 0.2681
-20.0000 2.4487 -0.1386
-19.3220 2.4487 8.4896
-18.6441 2.4487 17.0769
-17.9661 2.4487 25.5612
-17.2881 2.4487 33.8910
-16.6102 2.4487 42.0146
-15.9322 2.4487 49.8807
-15.2542 2.4487 57.4376
-14.5763 2.4487 64.6339
-13.8983 2.4487 71.4181
-13.2203 2.4487 77.7385
-12.5424 2.4487 83.5437
-11.8644 2.4487 88.7822
-11.1864 2.4487 93.4025
-10.5085 2.4487 97.3127
-9.8305 2.4487 100.5503
-9.1525 2.4487 103.0734
-8.4746 2.4487 104.6915
-7.7966 2.4487 105.6148
-7.1186 2.4487 105.9570
-6.4407 2.4487 105.8191
-5.7627 2.4487 105.3022
-5.0847 2.4487 104.5075
-4.4068 2.4487 103.5361
-3.7288 2.4487 102.4889
-3.0508 2.4487 101.4673
-2.3729 2.4487 100.5721
-1.6949 2.4487 99.9046
-1.0169 2.4487 99.5657
-0.3390 2.4487 99.6553
0.3390 2.4487 100.2364
1.0169 2.4487 101.1949
1.6949 2.4487 102.2753
2.3729 2.4487 103.4042
3.0508 2.4487 104.5165
3.7288 2.4487 105.5468
4.4068 2.4487 106.4301
5.0847 2.4487 107.1009
5.7627 2.4487 107.4941
6.4407 2.4487 107.5445
7.1186 2.4487 107.1868
7.7966 2.4487 106.3557
8.4746 2.4487 104.9860
9.1525 2.4487 103.0127
9.8305 2.4487 100.4731
10.5085 2.4487 97.2960
11.1864 2.4487 93.5474
11.8644 2.4487 89.1539
12.5424 2.4487 84.1395
13.2203 2.4487 78.5461
13.8983 2.4487 72.4158
14.5763 2.4487 65.7905
15.2542 2.4487 58.7121
15.9322 2.4487 51.2227
16.6102 2.4487 43.3642
17.2881 2.4487 35.1786
17.9661 2.4487 26.7078
18.6441 2.4487 17.9939
19.3220 2.4487 9.0787
20.0000 2.4487 0.0709
-20.0000 2.5513 0.1173
-19.3220 2.5513 8.7484
-18.6441 2.5513 17.3429
-17.9661 2.5513 25.8344
-17.2881 2.5513 34.1713
-16.6102 2.5513 42.3021
-15.9322 2.5513 50.1754
-15.2542 2.5513 57.7395
-14.5763 2.5513 64.9429
-13.8983 2.5513 71.7342
-13.2203 2.5513 78.0619
-12.5424 2.5513 83.8743
-11.8644 2.5513 89.1200
-11.1864 2.5513 93.7474
-10.5085 2.5513 97.6622
-9.8305 2.5513 100.9333
-9.1525 2.5513 103.4574
-8.4746 2.5513 105.0681
-7.7966 2.5513 105.9829
-7.1186 2.5513 106.3165
-6.4407 2.5513 106.1702
-5.7627 2.5513 105.6448
-5.0847 2.5513 104.8416
-4.4068 2.5513 103.8616
-3.7288 2.5513 102.8060
-3.0508 2.5513 101.7758
-2.3729 2.5513 100.8721
-1.6949 2.5513 100.1961
-1.0169 2.5513 99.8488
-0.3390 2.5513 99.9283
0.3390 2.5513 100.5022
1.0169 2.5513 101.2337
1.6949 2.5513 102.0652
2.3729 2.5513 102.9947
3.0508 2.5513 103.9568
3.7288 2.5513 104.8864
4.4068 2.5513 105.7182
5.0847 2.5513 106.3870
5.7627 2.5513 106.8275
6.4407 2.5513 106.9745
7.1186 2.5513 106.7627
7.7966 2.5513 106.1270
8.4746 2.5513 105.0020
9.1525 2.5513 103.3225
9.8305 2.5513 100.9949
10.5085 2.5513 97.7924
11.1864 2.5513 93.8249
11.8644 2.5513 89.2263
12.5424 2.5513 84.0385
13.2203 2.5513 78.3035
13.8983 2.5513 72.0633
14.5763 2.5513 65.3598
15.2542 2.5513 58.2350
15.9322 2.5513 50.7310
16.6102 2.5513 42.8896
17.2881 2.5513 34.7528
17.9661 2.5513 26.3627
18.6441 2.5513 17.7611
19.3220 2.5513 8.9773
20.0000 2.5513 -0.0588
-20.0000 2.6538 0.2902
-19.3220 2.6538 8.8677
-18.6441 2.6538 17.4590
-17.9661 2.6538 25.9779
-17.2881 2.6538 34.3434
-16.6102 2.6538 42.5028
-15.9322 2.6538 50.4046
-15.2542 2.6538 57.9972
-14.5763 2.6538 65.2292
-13.8983 2.6538 72.0491
-13.2203 2.6538 78.4052
-12.5424 2.6538 84.2152
-11.8644 2.6538 89.3308
-11.1864 2.6538 93.7726
-10.5085 2.6538 98.0640
-9.8305 2.6538 101.4213
-9.1525 2.6538 103.6679
-8.4746 2.6538 105.6069
-7.7966 2.6538 107.1123
-7.1186 2.6538 107.6075
-6.4407 2.6538 107.3914
-5.7627 2.6538 106.7855
-5.0847 2.6538 105.9019
-4.4068 2.6538 104.8414
-3.7288 2.6538 103.7053
-3.0508 2.6538 102.5947
-2.3729 2.6538 101.6106
-1.6949 2.6538 100.8541
-1.0169 2.6538 100.4088
-0.3390 2.6538 100.3328
0.3390 2.6538 100.7520
1.0169 2.6538 101.8084
1.6949 2.6538 102.6915
2.3729 2.6538 103.4688
3.0508 2.6538 104.2596
3.7288 2.6538 105.0364
4.4068 2.6538 105.7646
5.0847 2.6538 106.3792
5.7627 2.6538 106.8148
6.4407 2.6538 107.0063
7.1186 2.6538 106.8883
7.7966 2.6538 106.3958
8.4746 2.6538 105.4633
9.1525 2.6538 103.9431
9.8305 2.6538 101.6409
10.5085 2.6538 98.4473
11.1864 2.6538 94.4235
11.8644 2.6538 89.6799
12.5424 2.6538 84.3638
13.2203 2.6538 78.5323
13.8983 2.6538 72.2274
14.5763 2.6538 65.4909
15.2542 2.6538 58.3649
15.9322 2.6538 50.8913
16.6102 2.6538 43.1121
17.2881 2.6538 35.0601
17.9661 2.6538 26.7197
18.6441 2.6538 18.0902
19.3220 2.6538 8.9876
20.0000 2.6538 -0.1456
-20.0000 2.7564 0.3903
-19.3220 2.7564 8.9169
-18.6441 2.7564 17.4843
-17.9661 2.7564 26.0122
-17.2881 2.7564 34.4200
-16.6102 2.7564 42.6279
-15.9322 2.7564 50.5781
-15.2542 2.7564 58.2192
-14.5763 2.7564 65.4825
-13.8983 2.7564 72.2517
-13.2203 2.7564 78.4176
-12.5424 2.7564 83.8725
-11.8644 2.7564 89.0150
-11.1864 2.7564 94.1411
-10.5085 2.7564 98.5893
-9.8305 2.7564 101.9460
-9.1525 2.7564 104.2242
-8.4746 2.7564 105.5934
-7.7966 2.7564 106.8444
-7.1186 2.7564 108.1838
-6.4407 2.7564 108.6775
-5.7627 2.7564 108.3525
-5.0847 2.7564 107.4552
-4.4068 2.7564 106.2483
-3.7288 2.7564 104.9599
-3.0508 2.7564 103.6969
-2.3729 2.7564 102.5594
-1.6949 2.7564 101.6292
-1.0169 2.7564 100.9957
-0.3390 2.7564 100.7540
0.3390 2.7564 101.0244
1.0169 2.7564 101.9704
1.6949 2.7564 103.3590
2.3729 2.7564 104.4479
3.0508 2.7564 105.1583
3.7288 2.7564 105.8390
4.4068 2.7564 106.4654
5.0847 2.7564 106.9882
5.7627 2.7564 107.3657
6.4407 2.7564 107.5484
7.1186 2.7564 107.4710
7.7966 2.7564 107.0584
8.4746 2.7564 106.1621
9.1525 2.7564 104.6348
9.8305 2.7564 102.3341
10.5085 2.7564 99.1495
11.1864 2.7564 95.1391
11.8644 2.7564 90.4024
12.5424 2.7564 85.0381
13.2203 2.7564 79.1566
13.8983 2.7564 72.8333
14.5763 2.7564 66.1103
15.2542 2.7564 59.0246
15.9322 2.7564 51.5859
16.6102 2.7564 43.8094
17.2881 2.7564 35.7125
17.9661 2.7564 27.2134
18.6441 2.7564 18.1618
19.3220 2.7564 8.8822
20.0000 2.7564 -0.1958
-20.0000 2.8590 0.4293
-19.3220 2.8590 8.9087
-18.6441 2.8590 17.4559
-17.9661 2.8590 25.9908
-17.2881 2.8590 34.4329
-16.6102 2.8590 42.7008
-15.9322 2.8590 50.6821
-15.2542 2.8590 58.2618
-14.5763 2.8590 65.3312
-13.8983 2.8590 71.7822
-13.2203 2.8590 77.6481
-12.5424 2.8590 83.5160
-11.8644 2.8590 89.3274
-11.1864 2.8590 94.6789
-10.5085 2.8590 99.0852
-9.8305 2.8590 102.4415
-9.1525 2.8590 104.7587
-8.4746 2.8590 106.1474
-7.7966 2.8590 106.8376
-7.1186 2.8590 107.4802
-6.4407 2.8590 108.3225
-5.7627 2.8590 108.8775
-5.0847 2.8590 108.5608
-4.4068 2.8590 107.6170
-3.7288 2.8590 106.2925
-3.0508 2.8590 104.8345
-2.3729 2.8590 103.4794
-1.6949 2.8590 102.3498
-1.0169 2.8590 101.5409
-0.3390 2.8590 101.1481
0.3390 2.8590 101.2841
1.0169 2.8590 102.0679
1.6949 2.8590 103.4080
2.3729 2.8590 104.9639
3.0508 2.8590 106.1927
3.7288 2.8590 106.9101
4.4068 2.8590 107.4061
5.0847 2.8590 107.8292
5.7627 2.8590 108.1302
6.4407 2.8590 108.2599
7.1186 2.8590 108.1645
7.7966 2.8590 107.7325
8.4746 2.8590 106.8206
9.1525 2.8590 105.2863
9.8305 2.8590 102.9872
10.5085 2.8590 99.8114
11.1864 2.8590 95.8144
11.8644 2.8590 91.0954
12.5424 2.8590 85.7531
13.2203 2.8590 79.8860
13.8983 2.8590 73.5844
14.5763 2.8590 66.8843
15.2542 2.8590 59.8028
15.9322 2.8590 52.3575
16.6102 2.8590 44.5506
17.2881 2.8590 36.1813
17.9661 2.8590 27.2674
18.6441 2.8590 18.0084
19.3220 2.8590 8.8094
20.0000 2.8590 -0.2153
-20.0000 2.9615 0.4184
-19.3220 2.9615 8.8544
-18.6441 2.9615 17.3854
-17.9661 2.9615 25.9310
-17.2881 2.9615 34.4109
-16.6102 2.9615 42.6542
-15.9322 2.9615 50.4804
-15.2542 2.9615 57.7811
-14.5763 2.9615 64.4494
-13.8983 2.9615 70.8987
-13.2203 2.9615 77.4024
-12.5424 2.9615 83.8013
-11.8644 2.9615 89.8500
-11.1864 2.9615 95.1213
-10.5085 2.9615 99.4858
-9.8305 2.9615 102.8417
-9.1525 2.9615 105.1978
-8.4746 2.9615 106.6641
-7.7966 2.9615 107.3460
-7.1186 2.9615 107.5173
-6.4407 2.9615 107.6312
-5.7627 2.9615 107.8883
-5.0847 2.9615 108.3397
-4.4068 2.9615 108.0956
-3.7288 2.9615 107.1697
-3.0508 2.9615 105.8085
-2.3729 2.9615 104.2849
-1.6949 2.9615 102.9703
-1.0169 2.9615 102.0006
-0.3390 2.9615 101.4712
0.3390 2.9615 101.4873
1.0169 2.9615 102.1235
1.6949 2.9615 103.2806
2.3729 2.9615 104.8389
3.0508 2.9615 106.4330
3.7288 2.9615 107.7194
4.4068 2.9615 108.5058
5.0847 2.9615 108.7746
5.7627 2.9615 108.9198
6.4407 2.9615 108.9245
7.1186 2.9615 108.7392
7.7966 2.9615 108.2788
8.4746 2.9615 107.3513
9.1525 2.9615 105.8099
9.8305 2.9615 103.5123
10.5085 2.9615 100.3455
11.1864 2.9615 96.3619
11.8644 2.9615 91.6606
12.5424 2.9615 86.3402
13.2203 2.9615 80.5113
13.8983 2.9615 74.2561
14.5763 2.9615 67.5935
15.2542 2.9615 60.5409
15.9322 2.9615 53.0062
16.6102 2.9615 44.8384
17.2881 2.9615 36.1425
17.9661 2.9615 27.0531
18.6441 2.9615 17.8805
19.3220 2.9615 8.7635
20.0000 2.9615 -0.2099
-20.0000 3.0641 0.3693
-19.3220 3.0641 8.7657
-18.6441 3.0641 17.2841
-17.9661 3.0641 25.8443
-17.2881 3.0641 34.2737
-16.6102 3.0641 42.2773
-15.9322 3.0641 49.7400
-15.2542 3.0641 56.7069
-14.5763 3.0641 63.7507
-13.8983 3.0641 70.8007
-13.2203 3.0641 77.6976
-12.5424 3.0641 84.2654
-11.8644 3.0641 90.2144
-11.1864 3.0641 95.4025
-10.5085 3.0641 99.7251
-9.8305 3.0641 103.0805
-9.1525 3.0641 105.4756
-8.4746 3.0641 107.0195
-7.7966 3.0641 107.8175
-7.1186 3.0641 107.9761
-6.4407 3.0641 107.7496
-5.7627 3.0641 107.4144
-5.0847 3.0641 107.1660
-4.4068 3.0641 107.1998
-3.7288 3.0641 107.0890
-3.0508 3.0641 106.2455
-2.3729 3.0641 104.9120
-1.6949 3.0641 103.4469
-1.0169 3.0641 102.3309
-0.3390 3.0641 101.6794
0.3390 3.0641 101.5901
1.0169 3.0641 102.0931
1.6949 3.0641 103.0818
2.3729 3.0641 104.4383
3.0508 3.0641 106.0328
3.7288 3.0641 107.5765
4.4068 3.0641 108.8380
5.0847 3.0641 109.6252
5.7627 3.0641 109.7581
6.4407 3.0641 109.5509
7.1186 3.0641 109.1846
7.7966 3.0641 108.6099
8.4746 3.0641 107.6665
9.1525 3.0641 106.1181
9.8305 3.0641 103.8221
10.5085 3.0641 100.6643
11.1864 3.0641 96.6939
11.8644 3.0641 92.0103
12.5424 3.0641 86.7255
13.2203 3.0641 80.9767
13.8983 3.0641 74.7945
14.5763 3.0641 68.1779
15.2542 3.0641 60.9155
15.9322 3.0641 53.0295
16.6102 3.0641 44.6318
17.2881 3.0641 35.8361
17.9661 3.0641 26.8373
18.6441 3.0641 17.7755
19.3220 3.0641 8.7387
20.0000 3.0641 -0.1852
-20.0000 3.1667 0.2933
-19.3220 3.1667 8.6539
-18.6441 3.1667 17.1636
-17.9661 3.1667 25.6796
-17.2881 3.1667 33.7915
-16.6102 3.1667 41.3504
-15.9322 3.1667 48.7820
-15.2542 3.1667 56.3309
-14.5763 3.1667 63.8377
-13.8983 3.1667 71.1431
-13.2203 3.1667 78.0879
-12.5424 3.1667 84.5273
-11.8644 3.1667 90.3515
-11.1864 3.1667 95.4562
-10.5085 3.1667 99.7369
-9.8305 3.1667 103.0919
-9.1525 3.1667 105.5260
-8.4746 3.1667 107.1474
-7.7966 3.1667 108.0616
-7.1186 3.1667 108.3741
-6.4407 3.1667 108.1909
-5.7627 3.1667 107.6514
-5.0847 3.1667 106.9467
-4.4068 3.1667 106.2724
-3.7288 3.1667 105.8238
-3.0508 3.1667 105.6731
-2.3729 3.1667 104.9764
-1.6949 3.1667 103.7350
-1.0169 3.1667 102.4879
-0.3390 3.1667 101.7287
0.3390 3.1667 101.5485
1.0169 3.1667 101.9329
1.6949 3.1667 102.7678
2.3729 3.1667 103.9352
3.0508 3.1667 105.3172
3.7288 3.1667 106.7934
4.4068 3.1667 108.2042
5.0847 3.1667 109.3585
5.7627 3.1667 110.0642
6.4407 3.1667 110.1294
7.1186 3.1667 109.5361
7.7966 3.1667 108.7243
8.4746 3.1667 107.6788
9.1525 3.1667 106.1234
9.8305 3.1667 103.8289
10.5085 3.1667 100.6800
11.1864 3.1667 96.7230
11.8644 3.1667 92.0635
12.5424 3.1667 86.8827
13.2203 3.1667 81.2424
13.8983 3.1667 75.0396
14.5763 3.1667 68.1229
15.2542 3.1667 60.5991
15.9322 3.1667 52.5799
16.6102 3.1667 44.1772
17.2881 3.1667 35.4997
17.9661 3.1667 26.6406
18.6441 3.1667 17.6878
19.3220 3.1667 8.7292
20.0000 3.1667 -0.1471
-20.0000 3.2692 0.2020
-19.3220 3.2692 8.5306
-18.6441 3.2692 17.0108
-17.9661 3.2692 25.1618
-17.2881 3.2692 32.9062
-16.6102 3.2692 40.8016
-15.9322 3.2692 48.7660
-15.2542 3.2692 56.6386
-14.5763 3.2692 64.2325
-13.8983 3.2692 71.4490
-13.2203 3.2692 78.2248
-12.5424 3.2692 84.4967
-11.8644 3.2692 90.1951
-11.1864 3.2692 95.2164
-10.5085 3.2692 99.4553
-9.8305 3.2692 102.8098
-9.1525 3.2692 105.2829
-8.4746 3.2692 106.9818
-7.7966 3.2692 108.0122
-7.1186 3.2692 108.4782
-6.4407 3.2692 108.4669
-5.7627 3.2692 108.0554
-5.0847 3.2692 107.3206
-4.4068 3.2692 106.3451
-3.7288 3.2692 105.3244
-3.0508 3.2692 104.4731
-2.3729 3.2692 103.9866
-1.6949 3.2692 103.4945
-1.0169 3.2692 102.4276
-0.3390 3.2692 101.5754
0.3390 3.2692 101.3188
1.0169 3.2692 101.5990
1.6949 3.2692 102.2945
2.3729 3.2692 103.2873
3.0508 3.2692 104.4614
3.7288 3.2692 105.7205
4.4068 3.2692 106.9745
5.0847 3.2692 108.1337
5.7627 3.2692 109.0910
6.4407 3.2692 109.6328
7.1186 3.2692 109.5597
7.7966 3.2692 108.6891
8.4746 3.2692 107.3571
9.1525 3.2692 105.7381
9.8305 3.2692 103.4451
10.5085 3.2692 100.3052
11.1864 3.2692 96.3618
11.8644 3.2692 91.8107
12.5424 3.2692 86.7518
13.2203 3.2692 80.9638
13.8983 3.2692 74.4732
14.5763 3.2692 67.3917
15.2542 3.2692 59.8447
15.9322 3.2692 51.9242
16.6102 3.2692 43.6835
17.2881 3.2692 35.1761
17.9661 3.2692 26.4574
18.6441 3.2692 17.6116
19.3220 3.2692 8.7294
20.0000 3.2692 -0.1013
-20.0000 3.3718 0.1069
-19.3220 3.3718 8.4063
-18.6441 3.3718 16.5327
-17.9661 3.3718 24.6225
-17.2881 3.3718 32.8885
-16.6102 3.3718 41.0884
-15.9322 3.3718 49.1006
-15.2542 3.3718 56.8618
-14.5763 3.3718 64.3088
-13.8983 3.3718 71.3784
-13.2203 3.3718 78.0073
-12.5424 3.3718 84.1323
-11.8644 3.3718 89.6901
-11.1864 3.3718 94.6171
-10.5085 3.3718 98.8141
-9.8305 3.3718 102.1682
-9.1525 3.3718 104.6802
-8.4746 3.3718 106.4571
-7.7966 3.3718 107.5997
-7.1186 3.3718 108.1882
-6.4407 3.3718 108.2995
-5.7627 3.3718 108.0105
-5.0847 3.3718 107.3982
-4.4068 3.3718 106.5397
-3.7288 3.3718 105.5117
-3.0508 3.3718 104.3914
-2.3729 3.3718 103.2646
-1.6949 3.3718 102.3985
-1.0169 3.3718 101.9318
-0.3390 3.3718 101.1755
0.3390 3.3718 100.8570
1.0169 3.3718 101.0476
1.6949 3.3718 101.6166
2.3729 3.3718 102.4518
3.0508 3.3718 103.4618
3.7288 3.3718 104.5569
4.4068 3.3718 105.6469
5.0847 3.3718 106.6421
5.7627 3.3718 107.4525
6.4407 3.3718 107.9881
7.1186 3.3718 108.1592
7.7966 3.3718 107.8472
8.4746 3.3718 106.7723
9.1525 3.3718 104.8967
9.8305 3.3718 102.5833
10.5085 3.3718 99.4522
11.1864 3.3718 95.5971
11.8644 3.3718 91.0934
12.5424 3.3718 85.7953
13.2203 3.3718 79.8477
13.8983 3.3718 73.3666
14.5763 3.3718 66.4053
15.2542 3.3718 59.0171
15.9322 3.3718 51.2554
16.6102 3.3718 43.1736
17.2881 3.3718 34.8250
17.9661 3.3718 26.2629
18.6441 3.3718 17.5409
19.3220 3.3718 8.7333
20.0000 3.3718 -0.0536
-20.0000 3.4744 0.0193
-19.3220 3.4744 8.1962
-18.6441 3.4744 16.4644
-17.9661 3.4744 24.7345
-17.2881 3.4744 32.9434
-16.6102 3.4744 41.0278
-15.9322 3.4744 48.9245
-15.2542 3.4744 56.5702
-14.5763 3.4744 63.9017
-13.8983 3.4744 70.8558
-13.2203 3.4744 77.3692
-12.5424 3.4744 83.3787
-11.8644 3.4744 88.8211
-11.1864 3.4744 93.6330
-10.5085 3.4744 97.7513
-9.8305 3.4744 101.1010
-9.1525 3.4744 103.6540
-8.4746 3.4744 105.4988
-7.7966 3.4744 106.7125
-7.1186 3.4744 107.3720
-6.4407 3.4744 107.5543
-5.7627 3.4744 107.3363
-5.0847 3.4744 106.7951
-4.4068 3.4744 106.0076
-3.7288 3.4744 105.0507
-3.0508 3.4744 104.0014
-2.3729 3.4744 102.9367
-1.6949 3.4744 101.9335
-1.0169 3.4744 101.0689
-0.3390 3.4744 100.4306
0.3390 3.4744 100.1191
1.0169 3.4744 100.2277
1.6949 3.4744 100.6909
2.3729 3.4744 101.4190
3.0508 3.4744 102.3219
3.7288 3.4744 103.3098
4.4068 3.4744 104.2927
5.0847 3.4744 105.1807
5.7627 3.4744 105.8840
6.4407 3.4744 106.3125
7.1186 3.4744 106.3764
7.7966 3.4744 105.9857
8.4746 3.4744 105.0505
9.1525 3.4744 103.4810
9.8305 3.4744 101.1568
10.5085 3.4744 98.0525
11.1864 3.4744 94.1690
11.8644 3.4744 89.5919
12.5424 3.4744 84.3746
13.2203 3.4744 78.5703
13.8983 3.4744 72.2324
14.5763 3.4744 65.4144
15.2542 3.4744 58.1695
15.9322 3.4744 50.5511
16.6102 3.4744 42.6125
17.2881 3.4744 34.4072
17.9661 3.4744 25.9885
18.6441 3.4744 17.4097
19.3220 3.4744 8.7242
