height radius accuracy
3.9322 2.8846 96.8307
4.0678 2.8846 96.4812
4.2034 2.8846 96.1829
4.3390 2.8846 95.4888
4.4746 2.8846 94.5678
4.6102 2.8846 93.3391
4.7458 2.8846 91.7450
4.8814 2.8846 89.7186
5.0169 2.8846 86.9137
5.1525 2.8846 83.0133
5.2881 2.8846 78.4752
5.4237 2.8846 73.6519
5.5593 2.8846 68.6645
5.6949 2.8846 63.6344
5.8305 2.8846 58.7342
5.9661 2.8846 52.9517
6.1017 2.8846 49.3314
6.2373 2.8846 45.5941
6.3729 2.8846 42.4214
6.5085 2.8846 39.4809
6.6441 2.8846 36.6108
6.7797 2.8846 33.7179
6.9153 2.8846 30.7176
7.0508 2.8846 27.5203
7.1864 2.8846 23.7881
7.3220 2.8846 19.7959
7.4576 2.8846 15.6711
7.5932 2.8846 11.4576
7.7288 2.8846 7.2098
7.8644 2.8846 3.2658
8.0000 2.8846 -0.5794
0.0000 3.0769 103.7768
0.1356 3.0769 103.5215
0.2712 3.0769 104.4305
0.4068 3.0769 104.7879
0.5424 3.0769 104.5691
0.6780 3.0769 104.2998
0.8136 3.0769 104.0265
0.9492 3.0769 103.7867
1.0847 3.0769 103.6768
1.2203 3.0769 103.6875
1.3559 3.0769 103.7264
1.4915 3.0769 103.7683
1.6271 3.0769 103.7079
1.7627 3.0769 102.9124
1.8983 3.0769 102.3501
2.0339 3.0769 102.1168
2.1695 3.0769 100.8776
2.3051 3.0769 100.4732
2.4407 3.0769 100.1160
2.5763 3.0769 99.7167
2.7119 3.0769 99.3403
2.8475 3.0769 98.9787
2.9831 3.0769 98.5582
3.1186 3.0769 98.1239
3.2542 3.0769 97.7772
3.3898 3.0769 97.4172
3.5254 3.0769 97.0005
3.6610 3.0769 96.4819
3.7966 3.0769 95.7594
3.9322 3.0769 94.7282
4.0678 3.0769 94.3395
4.2034 3.0769 94.4898
4.3390 3.0769 93.6914
4.4746 3.0769 92.7581
4.6102 3.0769 91.5597
4.7458 3.0769 90.0123
4.8814 3.0769 87.9764
5.0169 3.0769 85.0517
5.1525 3.0769 80.9681
5.2881 3.0769 76.1065
5.4237 3.0769 70.9508
5.5593 3.0769 65.6660
5.6949 3.0769 60.4277
5.8305 3.0769 55.0375
5.9661 3.0769 48.1372
6.1017 3.0769 44.5412
6.2373 3.0769 41.6674
6.3729 3.0769 38.2022
6.5085 3.0769 35.4897
6.6441 3.0769 32.9491
6.7797 3.0769 30.4122
6.9153 3.0769 27.8042
7.0508 3.0769 24.9890
7.1864 3.0769 21.5637
7.3220 3.0769 17.7595
7.4576 3.0769 13.8270
7.5932 3.0769 9.8343
7.7288 3.0769 6.0946
7.8644 3.0769 2.7577
8.0000 3.0769 -0.7302
0.0000 3.2692 105.0709
0.1356 3.2692 104.5494
0.2712 3.2692 105.1595
0.4068 3.2692 106.2315
0.5424 3.2692 106.2802
0.6780 3.2692 105.8734
0.8136 3.2692 105.4442
0.9492 3.2692 105.1074
1.0847 3.2692 104.9681
1.2203 3.2692 105.0182
1.3559 3.2692 105.1471
1.4915 3.2692 105.2060
1.6271 3.2692 104.6650
1.7627 3.2692 103.3462
1.8983 3.2692 103.2106
2.0339 3.2692 102.8617
2.1695 3.2692 101.4093
2.3051 3.2692 100.3161
2.4407 3.2692 99.9330
2.5763 3.2692 99.4201
2.7119 3.2692 98.8824
2.8475 3.2692 98.3428
2.9831 3.2692 97.7330
3.1186 3.2692 97.1100
3.2542 3.2692 96.5894
3.3898 3.2692 96.0708
3.5254 3.2692 95.4727
3.6610 3.2692 94.7043
3.7966 3.2692 93.6162
3.9322 3.2692 92.3877
4.0678 3.2692 91.9599
4.2034 3.2692 92.3678
4.3390 3.2692 91.8323
4.4746 3.2692 90.7592
4.6102 3.2692 89.5471
4.7458 3.2692 88.0230
4.8814 3.2692 85.9335
5.0169 3.2692 82.8890
5.1525 3.2692 78.6223
5.2881 3.2692 73.5035
5.4237 3.2692 68.0386
5.5593 3.2692 62.5330
5.6949 3.2692 57.2438
5.8305 3.2692 50.2701
5.9661 3.2692 43.0099
6.1017 3.2692 39.3499
6.2373 3.2692 37.5042
6.3729 3.2692 34.1116
6.5085 3.2692 31.2943
6.6441 3.2692 29.0623
6.7797 3.2692 26.9219
6.9153 3.2692 24.7148
7.0508 3.2692 22.2817
7.1864 3.2692 19.1685
7.3220 3.2692 15.5827
7.4576 3.2692 11.8535
7.5932 3.2692 8.3016
7.7288 3.2692 5.3000
7.8644 3.2692 2.3353
8.0000 3.2692 -0.8045
0.0000 3.4615 106.2330
0.1356 3.4615 105.5230
0.2712 3.4615 105.8281
0.4068 3.4615 107.0325
0.5424 3.4615 107.6700
0.6780 3.4615 107.3293
0.8136 3.4615 106.7373
0.9492 3.4615 106.3033
1.0847 3.4615 106.1348
1.2203 3.4615 106.2242
1.3559 3.4615 106.4379
1.4915 3.4615 106.2338
1.6271 3.4615 104.9228
1.7627 3.4615 103.9483
1.8983 3.4615 103.9219
2.0339 3.4615 103.4573
2.1695 3.4615 101.9857
2.3051 3.4615 100.2008
2.4407 3.4615 99.5181
2.5763 3.4615 98.9265
2.7119 3.4615 98.2348
2.8475 3.4615 97.5142
2.9831 3.4615 96.7150
3.1186 3.4615 95.9033
3.2542 3.4615 95.2084
3.3898 3.4615 94.5185
3.5254 3.4615 93.6912
3.6610 3.4615 92.6117
3.7966 3.4615 91.1437
3.9322 3.4615 89.8206
4.0678 3.4615 89.3536
4.2034 3.4615 89.7936
4.3390 3.4615 89.8728
4.4746 3.4615 88.6535
4.6102 3.4615 87.3076
4.7458 3.4615 85.7623
4.8814 3.4615 83.6172
5.0169 3.4615 80.4530
5.1525 3.4615 76.0031
5.2881 3.4615 70.6381
5.4237 3.4615 64.9382
5.5593 3.4615 59.3641
5.6949 3.4615 53.4161
5.8305 3.4615 44.8593
5.9661 3.4615 37.6816
6.1017 3.4615 33.9577
6.2373 3.4615 32.5155
6.3729 3.4615 30.3169
6.5085 3.4615 27.1917
6.6441 3.4615 25.0606
6.7797 3.4615 23.3180
6.9153 3.4615 21.5118
7.0508 3.4615 19.4607
7.1864 3.4615 16.6596
7.3220 3.4615 13.3037
7.4576 3.4615 9.9317
7.5932 3.4615 7.0633
7.7288 3.4615 4.6300
7.8644 3.4615 1.9880
8.0000 3.4615 -0.8140
0.0000 3.6538 107.1733
0.1356 3.6538 106.3539
0.2712 3.6538 106.4603
0.4068 3.6538 107.2372
0.5424 3.6538 108.4978
0.6780 3.6538 108.5111
0.8136 3.6538 107.8129
0.9492 3.6538 107.2818
1.0847 3.6538 107.0840
1.2203 3.6538 107.2128
1.3559 3.6538 107.3857
1.4915 3.6538 106.6285
1.6271 3.6538 105.0044
1.7627 3.6538 104.5194
1.8983 3.6538 104.3905
2.0339 3.6538 103.8102
2.1695 3.6538 102.3349
2.3051 3.6538 100.2337
2.4407 3.6538 98.8712
2.5763 3.6538 98.2066
2.7119 3.6538 97.3830
2.8475 3.6538 96.4817
2.9831 3.6538 95.4932
3.1186 3.6538 94.4927
3.2542 3.6538 93.6236
3.3898 3.6538 92.7289
3.5254 3.6538 91.6245
3.6610 3.6538 90.1521
3.7966 3.6538 88.4056
3.9322 3.6538 87.0384
4.0678 3.6538 86.5322
4.2034 3.6538 86.8968
4.3390 3.6538 87.3816
4.4746 3.6538 86.5268
4.6102 3.6538 84.9155
4.7458 3.6538 83.2553
4.8814 3.6538 81.0546
5.0169 3.6538 77.7707
5.1525 3.6538 73.1376
5.2881 3.6538 67.5315
5.4237 3.6538 61.7423
5.5593 3.6538 56.2002
5.6949 3.6538 48.5826
5.8305 3.6538 39.3245
5.9661 3.6538 32.2643
6.1017 3.6538 28.4764
6.2373 3.6538 27.0258
6.3729 3.6538 26.0445
6.5085 3.6538 23.3387
6.6441 3.6538 21.0979
6.7797 3.6538 19.6626
6.9153 3.6538 18.2573
7.0508 3.6538 16.5884
7.1864 3.6538 14.0994
7.3220 3.6538 11.0213
7.4576 3.6538 8.2341
7.5932 3.6538 6.1594
7.7288 3.6538 4.0289
7.8644 3.6538 1.7040
8.0000 3.6538 -0.7709
0.0000 3.8462 107.8019
0.1356 3.8462 106.9523
0.2712 3.8462 106.9511
0.4068 3.8462 107.4008
0.5424 3.8462 108.5537
0.6780 3.8462 109.2117
0.8136 3.8462 108.5782
0.9492 3.8462 107.9501
1.0847 3.8462 107.7229
1.2203 3.8462 107.8911
1.3559 3.8462 107.7804
1.4915 3.8462 106.2684
1.6271 3.8462 105.1231
1.7627 3.8462 104.8380
1.8983 3.8462 104.5232
2.0339 3.8462 103.8272
2.1695 3.8462 102.3481
2.3051 3.8462 100.1982
2.4407 3.8462 98.2914
2.5763 3.8462 97.2405
2.7119 3.8462 96.3104
2.8475 3.8462 95.2342
2.9831 3.8462 94.0565
3.1186 3.8462 92.8673
3.2542 3.8462 91.8205
3.3898 3.8462 90.6703
3.5254 3.8462 89.2179
3.6610 3.8462 87.3712
3.7966 3.8462 85.4617
3.9322 3.8462 84.0525
4.0678 3.8462 83.5072
4.2034 3.8462 83.7919
4.3390 3.8462 84.4104
4.4746 3.8462 84.1946
4.6102 3.8462 82.4565
4.7458 3.8462 80.5396
4.8814 3.8462 78.2731
5.0169 3.8462 74.8695
5.1525 3.8462 70.0532
5.2881 3.8462 64.2675
5.4237 3.8462 58.5478
5.5593 3.8462 52.1571
5.6949 3.8462 43.1454
5.8305 3.8462 33.8124
5.9661 3.8462 26.8697
6.1017 3.8462 23.0178
6.2373 3.8462 21.3982
6.3729 3.8462 21.0540
6.5085 3.8462 19.7657
6.6441 3.8462 17.3208
6.7797 3.8462 16.0181
6.9153 3.8462 15.0138
7.0508 3.8462 13.7269
7.1864 3.8462 11.5501
7.3220 3.8462 8.8927
7.4576 3.8462 6.9200
7.5932 3.8462 5.3341
7.7288 3.8462 3.4871
7.8644 3.8462 1.4712
8.0000 3.8462 -0.6871
0.0000 4.0385 108.0290
0.1356 4.0385 107.2283
0.2712 4.0385 107.1996
0.4068 4.0385 107.4590
0.5424 4.0385 108.1032
0.6780 4.0385 109.2210
0.8136 4.0385 108.9406
0.9492 4.0385 108.2154
1.0847 4.0385 107.9589
1.2203 4.0385 108.1318
1.3559 4.0385 107.4123
1.4915 4.0385 105.7987
1.6271 4.0385 105.0754
1.7627 4.0385 104.7285
1.8983 4.0385 104.2265
2.0339 4.0385 103.4148
2.1695 4.0385 101.9320
2.3051 4.0385 99.8774
2.4407 4.0385 97.7212
2.5763 4.0385 96.0654
2.7119 4.0385 94.9970
2.8475 4.0385 93.7608
2.9831 4.0385 92.3938
3.1186 4.0385 91.0158
3.2542 4.0385 89.7657
3.3898 4.0385 88.3110
3.5254 4.0385 86.4450
3.6610 4.0385 84.3227
3.7966 4.0385 82.3255
3.9322 4.0385 80.8743
4.0678 4.0385 80.2898
4.2034 4.0385 80.4948
4.3390 4.0385 81.0702
4.4746 4.0385 81.2546
4.6102 4.0385 80.0141
4.7458 4.0385 77.7083
4.8814 4.0385 75.2998
5.0169 4.0385 71.7764
5.1525 4.0385 66.7770
5.2881 4.0385 60.9451
5.4237 4.0385 55.2559
5.5593 4.0385 47.2050
5.6949 4.0385 37.5066
5.8305 4.0385 28.4350
5.9661 4.0385 21.6097
6.1017 4.0385 17.6938
6.2373 4.0385 15.9028
6.3729 4.0385 15.6753
6.5085 4.0385 15.5528
6.6441 4.0385 13.8755
6.7797 4.0385 12.4712
6.9153 4.0385 11.8435
7.0508 4.0385 10.9388
7.1864 4.0385 9.0740
7.3220 4.0385 7.0774
7.4576 4.0385 5.9008
7.5932 4.0385 4.5608
7.7288 4.0385 2.9945
7.8644 4.0385 1.2777
8.0000 4.0385 -0.5746
0.0000 4.2308 107.7649
0.1356 4.2308 107.0923
0.2712 4.2308 107.1151
0.4068 4.2308 107.3068
0.5424 4.2308 107.5819
0.6780 4.2308 108.3477
0.8136 4.2308 108.7478
0.9492 4.2308 107.9850
1.0847 4.2308 107.6992
1.2203 4.2308 107.6930
1.3559 4.2308 106.2977
1.4915 4.2308 105.2305
1.6271 4.2308 104.6574
1.7627 4.2308 104.0964
1.8983 4.2308 103.4072
2.0339 4.2308 102.4799
2.1695 4.2308 100.9933
2.3051 4.2308 99.0633
2.4407 4.2308 96.9437
2.5763 4.2308 94.9167
2.7119 4.2308 93.4233
2.8475 4.2308 92.0504
2.9831 4.2308 90.4940
3.1186 4.2308 88.9273
3.2542 4.2308 87.4267
3.3898 4.2308 85.5875
3.5254 4.2308 83.3583
3.6610 4.2308 81.0608
3.7966 4.2308 79.0084
3.9322 4.2308 77.5153
4.0678 4.2308 76.8916
4.2034 4.2308 77.0168
4.3390 4.2308 77.4726
4.4746 4.2308 77.8068
4.6102 4.2308 77.1926
4.7458 4.2308 74.8498
4.8814 4.2308 72.1620
5.0169 4.2308 68.5188
5.1525 4.2308 63.3362
5.2881 4.2308 57.6613
5.4237 4.2308 50.9449
5.5593 4.2308 41.7460
5.6949 4.2308 32.0465
5.8305 4.2308 23.3040
5.9661 4.2308 16.5961
6.1017 4.2308 12.6163
6.2373 4.2308 10.6538
6.3729 4.2308 10.2386
6.5085 4.2308 10.7347
6.6441 4.2308 10.6086
6.7797 4.2308 9.1897
6.9153 4.2308 8.8088
7.0508 4.2308 8.2861
7.1864 4.2308 6.7873
7.3220 4.2308 5.7249
7.4576 4.2308 4.9268
7.5932 4.2308 3.8298
7.7288 4.2308 2.5399
7.8644 4.2308 1.1115
8.0000 4.2308 -0.4453
0.0000 4.4231 106.9198
0.1356 4.4231 106.4544
0.2712 4.4231 106.5974
0.4068 4.4231 106.7841
0.5424 4.4231 106.8862
0.6780 4.4231 107.1000
0.8136 4.4231 107.7360
0.9492 4.4231 107.1661
1.0847 4.4231 106.8510
1.2203 4.4231 106.3615
1.3559 4.4231 105.0730
1.4915 4.4231 104.3548
1.6271 4.4231 103.6461
1.7627 4.4231 102.8483
1.8983 4.4231 101.9719
2.0339 4.4231 100.9289
2.1695 4.4231 99.4386
2.3051 4.4231 97.6409
2.4407 4.4231 95.7193
2.5763 4.4231 93.6388
2.7119 4.4231 91.6658
2.8475 4.4231 90.0872
2.9831 4.4231 88.3461
3.1186 4.4231 86.5905
3.2542 4.4231 84.7685
3.3898 4.4231 82.5039
3.5254 4.4231 80.0159
3.6610 4.4231 77.6212
3.7966 4.4231 75.5220
3.9322 4.4231 73.9869
4.0678 4.4231 73.3240
4.2034 4.4231 73.3695
4.3390 4.4231 73.7141
4.4746 4.4231 73.9834
4.6102 4.4231 73.7243
4.7458 4.4231 72.0060
4.8814 4.4231 68.8871
5.0169 4.4231 65.1238
5.1525 4.4231 59.8238
5.2881 4.4231 54.0954
5.4237 4.4231 45.8217
5.5593 4.4231 36.2573
5.6949 4.4231 26.9430
5.8305 4.4231 18.5313
5.9661 4.4231 11.9409
6.1017 4.4231 7.8970
6.2373 4.4231 5.7632
6.3729 4.4231 5.1346
6.5085 4.4231 5.6542
6.6441 4.4231 6.6296
6.7797 4.4231 6.3221
6.9153 4.4231 5.9719
7.0508 4.4231 5.8313
7.1864 4.4231 4.9017
7.3220 4.4231 4.5810
7.4576 4.4231 3.9877
7.5932 4.4231 3.1373
7.7288 4.4231 2.1121
7.8644 4.4231 0.9607
8.0000 4.4231 -0.3113
0.0000 4.6154 105.4038
0.1356 4.6154 105.2248
0.2712 4.6154 105.4558
0.4068 4.6154 105.6351
0.5424 4.6154 105.7297
0.6780 4.6154 105.7113
0.8136 4.6154 105.7934
0.9492 4.6154 105.6659
1.0847 4.6154 105.3167
1.2203 4.6154 104.3548
1.3559 4.6154 103.5889
1.4915 4.6154 102.7978
1.6271 4.6154 101.8870
1.7627 4.6154 100.8873
1.8983 4.6154 99.8274
2.0339 4.6154 98.6687
2.1695 4.6154 97.1758
2.3051 4.6154 95.5378
2.4407 4.6154 93.8106
2.5763 4.6154 91.9319
2.7119 4.6154 89.8438
2.8475 4.6154 87.8493
2.9831 4.6154 85.9390
3.1186 4.6154 83.9679
3.2542 4.6154 81.7293
3.3898 4.6154 79.1279
3.5254 4.6154 76.4874
3.6610 4.6154 74.0061
3.7966 4.6154 71.8722
3.9322 4.6154 70.3005
4.0678 4.6154 69.5985
4.2034 4.6154 69.5699
4.3390 4.6154 69.8505
4.4746 4.6154 70.0567
4.6102 4.6154 69.7894
4.7458 4.6154 68.6043
4.8814 4.6154 65.5829
5.0169 4.6154 61.6187
5.1525 4.6154 56.3872
5.2881 4.6154 49.4640
5.4237 4.6154 40.5456
5.5593 4.6154 31.2914
5.6949 4.6154 22.3176
5.8305 4.6154 14.2276
5.9661 4.6154 7.7557
6.1017 4.6154 3.6479
6.2373 4.6154 1.3789
6.3729 4.6154 0.6428
6.5085 4.6154 1.0549
6.6441 4.6154 2.2174
6.7797 4.6154 3.4460
6.9153 4.6154 3.3986
7.0508 4.6154 3.6367
7.1864 4.6154 3.5196
7.3220 4.6154 3.4650
7.4576 4.6154 3.0933
7.5932 4.6154 2.4887
7.7288 4.6154 1.7094
7.8644 4.6154 0.8132
8.0000 4.6154 -0.1844
0.0000 4.8077 103.1271
0.1356 4.8077 103.2535
0.2712 4.8077 103.4826
0.4068 4.8077 103.6552
0.5424 4.8077 103.7431
0.6780 4.8077 103.7180
0.8136 4.8077 103.5517
0.9492 4.8077 103.3779
1.0847 4.8077 102.8274
1.2203 4.8077 102.1020
1.3559 4.8077 101.2969
1.4915 4.8077 100.3415
1.6271 4.8077 99.2666
1.7627 4.8077 98.1026
1.8983 4.8077 96.8802
2.0339 4.8077 95.6058
2.1695 4.8077 94.1558
2.3051 4.8077 92.6802
2.4407 4.8077 91.1330
2.5763 4.8077 89.4518
2.7119 4.8077 87.5748
2.8475 4.8077 85.4395
2.9831 4.8077 83.2617
3.1186 4.8077 81.0045
3.2542 4.8077 78.3688
3.3898 4.8077 75.5634
3.5254 4.8077 72.7822
3.6610 4.8077 70.2135
3.7966 4.8077 68.0458
3.9322 4.8077 66.4676
4.0678 4.8077 65.7265
4.2034 4.8077 65.6665
4.3390 4.8077 65.9313
4.4746 4.8077 66.1216
4.6102 4.8077 65.8385
4.7458 4.8077 64.6825
4.8814 4.8077 62.2286
5.0169 4.8077 58.0306
5.1525 4.8077 52.4032
5.2881 4.8077 44.6643
5.4237 4.8077 35.9983
5.5593 4.8077 27.0088
5.6949 4.8077 18.2996
5.8305 4.8077 10.4744
5.9661 4.8077 4.1526
6.1017 4.8077 -0.0148
6.2373 4.8077 -2.3009
6.3729 4.8077 -3.0409
6.5085 4.8077 -2.6328
6.6441 4.8077 -1.4742
6.7797 4.8077 0.0370
6.9153 4.8077 1.2705
7.0508 4.8077 1.7773
7.1864 4.8077 2.2588
7.3220 4.8077 2.4055
7.4576 4.8077 2.2610
7.5932 4.8077 1.8836
7.7288 4.8077 1.3316
7.8644 4.8077 0.6630
8.0000 4.8077 -0.0766
0.0000 5.0000 100.0000
0.1356 5.0000 100.2513
0.2712 5.0000 100.4743
0.4068 5.0000 100.6409
0.5424 5.0000 100.7228
0.6780 5.0000 100.6916
0.8136 5.0000 100.5193
0.9492 5.0000 100.1776
1.0847 5.0000 99.6362
1.2203 5.0000 98.8855
1.3559 5.0000 97.9539
1.4915 5.0000 96.8722
1.6271 5.0000 95.6708
1.7627 5.0000 94.3804
1.8983 5.0000 93.0315
2.0339 5.0000 91.6575
2.1695 5.0000 90.3217
2.3051 5.0000 88.9940
2.4407 5.0000 87.6123
2.5763 5.0000 86.1144
2.7119 5.0000 84.4381
2.8475 5.0000 82.5213
2.9831 5.0000 80.3018
3.1186 5.0000 77.7106
3.2542 5.0000 74.8211
3.3898 5.0000 71.8209
3.5254 5.0000 68.8983
3.6610 5.0000 66.2417
3.7966 5.0000 64.0395
3.9322 5.0000 62.4799
4.0678 5.0000 61.7390
4.2034 5.0000 61.7101
4.3390 5.0000 62.0061
4.4746 5.0000 62.2277
4.6102 5.0000 61.9758
4.7458 5.0000 60.8511
4.8814 5.0000 58.4544
5.0169 5.0000 54.3853
5.1525 5.0000 48.3662
5.2881 5.0000 40.8163
5.4237 5.0000 32.3393
5.5593 5.0000 23.5389
5.6949 5.0000 15.0188
5.8305 5.0000 7.3826
5.9661 5.0000 1.2340
6.1017 5.0000 -2.8938
6.2373 5.0000 -5.0803
6.3729 5.0000 -5.7208
6.5085 5.0000 -5.2131
6.6441 5.0000 -3.9549
6.7797 5.0000 -2.3442
6.9153 5.0000 -0.7787
7.0508 5.0000 0.3662
7.1864 5.0000 1.0709
7.3220 5.0000 1.4261
7.4576 5.0000 1.4903
7.5932 5.0000 1.3215
7.7288 5.0000 0.9781
7.8644 5.0000 0.5181
8.0000 5.0000 0.0000
0.0000 5.1923 95.9595
0.1356 5.1923 96.1012
0.2712 5.1923 96.3189
0.4068 5.1923 96.4801
0.5424 5.1923 96.5567
0.6780 5.1923 96.5202
0.8136 5.1923 96.3426
0.9492 5.1923 96.1236
1.0847 5.1923 95.5599
1.2203 5.1923 94.6664
1.3559 5.1923 93.6384
1.4915 5.1923 92.4602
1.6271 5.1923 91.1624
1.7627 5.1923 89.7756
1.8983 5.1923 88.3304
2.0339 5.1923 87.0063
2.1695 5.1923 85.6037
2.3051 5.1923 84.4310
2.4407 5.1923 83.2219
2.5763 5.1923 81.9143
2.7119 5.1923 80.4459
2.8475 5.1923 78.7546
2.9831 5.1923 76.7675
3.1186 5.1923 74.0751
3.2542 5.1923 70.9456
3.3898 5.1923 67.7587
3.5254 5.1923 64.7030
3.6610 5.1923 61.9666
3.7966 5.1923 59.7380
3.9322 5.1923 58.2983
4.0678 5.1923 57.6640
4.2034 5.1923 57.7063
4.3390 5.1923 58.0736
4.4746 5.1923 58.3665
4.6102 5.1923 58.1858
4.7458 5.1923 57.1323
4.8814 5.1923 54.7865
5.0169 5.1923 50.7328
5.1525 5.1923 45.4372
5.2881 5.1923 38.0042
5.4237 5.1923 29.6440
5.5593 5.1923 20.9605
5.6949 5.1923 12.5571
5.8305 5.1923 5.0378
5.9661 5.1923 -0.9783
6.1017 5.1923 -4.8450
6.2373 5.1923 -6.8319
6.3729 5.1923 -7.2728
6.5085 5.1923 -6.5655
6.6441 5.1923 -5.1078
6.7797 5.1923 -3.2975
6.9153 5.1923 -1.7466
7.0508 5.1923 -0.9028
7.1864 5.1923 0.0092
7.3220 5.1923 0.5523
7.4576 5.1923 0.8042
7.5932 5.1923 0.8232
7.7288 5.1923 0.6675
7.8644 5.1923 0.3954
8.0000 5.1923 0.0368
0.0000 5.3846 91.0497
0.1356 5.3846 90.9379
0.2712 5.3846 91.1473
0.4068 5.3846 91.3039
0.5424 5.3846 91.3759
0.6780 5.3846 91.3348
0.8136 5.3846 91.3412
0.9492 5.3846 91.1677
1.0847 5.3846 90.7618
1.2203 5.3846 89.7325
1.3559 5.3846 88.5745
1.4915 5.3846 87.3222
1.6271 5.3846 85.9502
1.7627 5.3846 84.4892
1.8983 5.3846 83.0001
2.0339 5.3846 81.8824
2.1695 5.3846 80.3448
2.3051 5.3846 79.0482
2.4407 5.3846 78.0402
2.5763 5.3846 76.9513
2.7119 5.3846 75.7194
2.8475 5.3846 74.2822
2.9831 5.3846 72.5171
3.1186 5.3846 69.9283
3.2542 5.3846 66.5934
3.3898 5.3846 63.2369
3.5254 5.3846 60.0648
3.6610 5.3846 57.2655
3.7966 5.3846 55.1406
3.9322 5.3846 54.0551
4.0678 5.3846 53.4761
4.2034 5.3846 53.6175
4.3390 5.3846 54.0886
4.4746 5.3846 54.4854
4.6102 5.3846 54.4086
4.7458 5.3846 53.4236
4.8814 5.3846 50.7044
5.0169 5.3846 46.9444
5.1525 5.3846 42.5146
5.2881 5.3846 36.1286
5.4237 5.3846 27.8279
5.5593 5.3846 19.1923
5.6949 5.3846 10.8371
5.8305 5.3846 3.3657
5.9661 5.3846 -2.4904
6.1017 5.3846 -5.9986
6.2373 5.3846 -7.6762
6.3729 5.3846 -7.8210
6.5085 5.3846 -6.8176
6.6441 5.3846 -5.0638
6.7797 5.3846 -3.2213
6.9153 5.3846 -2.6742
7.0508 5.3846 -1.8873
7.1864 5.3846 -0.9553
7.3220 5.3846 -0.2011
7.4576 5.3846 0.2155
7.5932 5.3846 0.3993
7.7288 5.3846 0.4084
7.8644 5.3846 0.3000
8.0000 5.3846 0.0385
0.0000 5.5769 85.3419
0.1356 5.5769 84.9914
0.2712 5.5769 85.1208
0.4068 5.5769 85.2735
0.5424 5.5769 85.3417
0.6780 5.5769 85.4721
0.8136 5.5769 85.9042
0.9492 5.5769 85.4070
1.0847 5.5769 85.0390
1.2203 5.5769 84.4036
1.3559 5.5769 82.9222
1.4915 5.5769 81.5631
1.6271 5.5769 80.1392
1.7627 5.5769 78.6262
1.8983 5.5769 77.2044
2.0339 5.5769 76.2761
2.1695 5.5769 74.9416
2.3051 5.5769 73.2214
2.4407 5.5769 72.1536
2.5763 5.5769 71.3090
2.7119 5.5769 70.3421
2.8475 5.5769 69.1762
2.9831 5.5769 67.6253
3.1186 5.5769 65.1688
3.2542 5.5769 61.7650
3.3898 5.5769 58.2556
3.5254 5.5769 54.9841
3.6610 5.5769 52.2568
3.7966 5.5769 50.6742
3.9322 5.5769 49.6879
4.0678 5.5769 49.1749
4.2034 5.5769 49.4274
4.3390 5.5769 50.0350
4.4746 5.5769 50.5683
4.6102 5.5769 50.5846
4.7458 5.5769 49.2595
4.8814 5.5769 46.4345
5.0169 5.5769 43.0414
5.1525 5.5769 38.9935
5.2881 5.5769 34.1634
5.4237 5.5769 26.7530
5.5593 5.5769 18.1245
5.6949 5.5769 9.7485
5.8305 5.5769 2.2745
5.9661 5.5769 -3.3890
6.1017 5.5769 -6.5344
6.2373 5.5769 -7.7891
6.3729 5.5769 -7.5413
6.5085 5.5769 -6.1453
6.6441 5.5769 -4.2701
6.7797 5.5769 -3.5498
6.9153 5.5769 -3.3076
7.0508 5.5769 -2.5920
7.1864 5.5769 -1.8636
7.3220 5.5769 -0.8932
7.4576 5.5769 -0.2918
7.5932 5.5769 0.0337
7.7288 5.5769 0.1845
7.8644 5.5769 0.1972
8.0000 5.5769 0.0129
0.0000 5.7692 78.9069
0.1356 5.7692 78.3804
0.2712 5.7692 78.4040
0.4068 5.7692 78.5511
0.5424 5.7692 78.7445
0.6780 5.7692 79.2944
0.8136 5.7692 79.5569
0.9492 5.7692 78.9241
1.0847 5.7692 78.5906
1.2203 5.7692 78.3263
1.3559 5.7692 76.9098
1.4915 5.7692 75.3265
1.6271 5.7692 73.8344
1.7627 5.7692 72.3078
1.8983 5.7692 70.9803
2.0339 5.7692 70.2160
2.1695 5.7692 69.0878
2.3051 5.7692 67.3734
2.4407 5.7692 65.8749
2.5763 5.7692 65.0753
2.7119 5.7692 64.3972
2.8475 5.7692 63.5042
2.9831 5.7692 62.1673
3.1186 5.7692 59.8432
3.2542 5.7692 56.4487
3.3898 5.7692 52.8153
3.5254 5.7692 49.5665
3.6610 5.7692 47.3074
3.7966 5.7692 46.1484
3.9322 5.7692 45.2075
4.0678 5.7692 44.7618
4.2034 5.7692 45.1272
4.3390 5.7692 45.8963
4.4746 5.7692 46.5626
4.6102 5.7692 46.3718
4.7458 5.7692 44.5820
4.8814 5.7692 42.0721
5.0169 5.7692 39.0343
5.1525 5.7692 35.3758
5.2881 5.7692 31.2749
5.4237 5.7692 25.6131
5.5593 5.7692 17.6185
5.6949 5.7692 9.1813
5.8305 5.7692 1.6994
5.9661 5.7692 -3.7704
6.1017 5.7692 -6.5530
6.2373 5.7692 -7.3496
6.3729 5.7692 -6.6097
6.5085 5.7692 -4.9403
6.6441 5.7692 -3.7824
6.7797 5.7692 -3.9587
6.9153 5.7692 -3.6897
7.0508 5.7692 -3.0459
7.1864 5.7692 -2.4589
7.3220 5.7692 -1.5869
7.4576 5.7692 -0.7652
7.5932 5.7692 -0.2898
