height radius accuracy
7.7288 5.7692 -0.0210
7.8644 5.7692 0.0821
8.0000 5.7692 -0.0320
0.0000 5.9615 71.8160
0.1356 5.9615 71.1760
0.2712 5.9615 71.1481
0.4068 5.9615 71.3381
0.5424 5.9615 71.8080
0.6780 5.9615 72.6281
0.8136 5.9615 72.3858
0.9492 5.9615 71.7913
1.0847 5.9615 71.4923
1.2203 5.9615 71.3778
1.3559 5.9615 70.5201
1.4915 5.9615 68.7461
1.6271 5.9615 67.1430
1.7627 5.9615 65.6146
1.8983 5.9615 64.3564
2.0339 5.9615 63.7308
2.1695 5.9615 62.7973
2.3051 5.9615 61.3227
2.4407 5.9615 59.4990
2.5763 5.9615 58.4569
2.7119 5.9615 57.9624
2.8475 5.9615 57.3414
2.9831 5.9615 56.2186
3.1186 5.9615 54.0268
3.2542 5.9615 50.6450
3.3898 5.9615 46.9863
3.5254 5.9615 44.0944
3.6610 5.9615 42.5460
3.7966 5.9615 41.4829
3.9322 5.9615 40.6153
4.0678 5.9615 40.2379
4.2034 5.9615 40.7174
4.3390 5.9615 41.6502
4.4746 5.9615 42.2635
4.6102 5.9615 41.6273
4.7458 5.9615 39.7941
4.8814 5.9615 37.6161
5.0169 5.9615 34.9335
5.1525 5.9615 31.6685
5.2881 5.9615 27.9992
5.4237 5.9615 23.8041
5.5593 5.9615 17.1714
5.6949 5.9615 9.0330
5.8305 5.9615 1.5455
5.9661 5.9615 -3.7307
6.1017 5.9615 -6.1505
6.2373 5.9615 -6.4888
6.3729 5.9615 -5.2789
6.5085 5.9615 -3.8800
6.6441 5.9615 -3.8680
6.7797 5.9615 -4.0929
6.9153 5.9615 -3.8461
7.0508 5.9615 -3.2741
7.1864 5.9615 -2.7634
7.3220 5.9615 -2.1644
7.4576 5.9615 -1.2333
7.5932 5.9615 -0.5965
7.7288 5.9615 -0.2218
7.8644 5.9615 -0.0375
8.0000 5.9615 -0.0884
0.0000 6.1538 64.1401
0.1356 6.1538 63.4494
0.2712 6.1538 63.4326
0.4068 6.1538 63.7595
0.5424 6.1538 64.6127
0.6780 6.1538 65.0920
0.8136 6.1538 64.5922
0.9492 6.1538 64.0807
1.0847 6.1538 63.8163
1.2203 6.1538 63.7185
1.3559 6.1538 63.3389
1.4915 6.1538 61.8397
1.6271 6.1538 60.1167
1.7627 6.1538 58.5756
1.8983 6.1538 57.3613
2.0339 6.1538 56.8493
2.1695 6.1538 56.0865
2.3051 6.1538 54.8280
2.4407 6.1538 53.1810
2.5763 6.1538 51.6647
2.7119 6.1538 51.1188
2.8475 6.1538 50.7632
2.9831 6.1538 49.8545
3.1186 6.1538 47.7951
3.2542 6.1538 44.4260
3.3898 6.1538 40.9838
3.5254 6.1538 38.7919
3.6610 6.1538 37.6801
3.7966 6.1538 36.6912
3.9322 6.1538 35.9125
4.0678 6.1538 35.6047
4.2034 6.1538 36.1994
4.3390 6.1538 37.2274
4.4746 6.1538 37.5656
4.6102 6.1538 36.5127
4.7458 6.1538 34.9323
4.8814 6.1538 33.0768
5.0169 6.1538 30.7494
5.1525 6.1538 27.8780
5.2881 6.1538 24.6378
5.4237 6.1538 21.1034
5.5593 6.1538 16.3475
5.6949 6.1538 9.1465
5.8305 6.1538 1.7165
5.9661 6.1538 -3.3661
6.1017 6.1538 -5.4231
6.2373 6.1538 -5.3031
6.3729 6.1538 -3.9004
6.5085 6.1538 -3.2710
6.6441 6.1538 -3.8794
6.7797 6.1538 -3.9991
6.9153 6.1538 -3.8018
7.0508 6.1538 -3.3016
7.1864 6.1538 -2.8505
7.3220 6.1538 -2.4348
7.4576 6.1538 -1.6887
7.5932 6.1538 -0.8904
7.7288 6.1538 -0.4121
7.8644 6.1538 -0.1537
8.0000 6.1538 -0.1482
0.0000 6.3462 55.9504
0.1356 6.3462 55.2715
0.2712 6.3462 55.3284
0.4068 6.3462 55.8967
0.5424 6.3462 56.8330
0.6780 6.3462 56.8328
0.8136 6.3462 56.2930
0.9492 6.3462 55.8647
1.0847 6.3462 55.6348
1.2203 6.3462 55.5288
1.3559 6.3462 55.3876
1.4915 6.3462 54.5123
1.6271 6.3462 52.7705
1.7627 6.3462 51.2189
1.8983 6.3462 50.0237
2.0339 6.3462 49.5999
2.1695 6.3462 48.9827
2.3051 6.3462 47.9178
2.4407 6.3462 46.5788
2.5763 6.3462 44.8795
2.7119 6.3462 44.0225
2.8475 6.3462 43.8450
2.9831 6.3462 43.1504
3.1186 6.3462 41.2234
3.2542 6.3462 37.8922
3.3898 6.3462 35.0316
3.5254 6.3462 33.6618
3.6610 6.3462 32.6782
3.7966 6.3462 31.7884
3.9322 6.3462 31.1005
4.0678 6.3462 30.8634
4.2034 6.3462 31.5744
4.3390 6.3462 32.5387
4.4746 6.3462 32.3869
4.6102 6.3462 31.3245
4.7458 6.3462 30.0052
4.8814 6.3462 28.4646
5.0169 6.3462 26.4924
5.1525 6.3462 24.0145
5.2881 6.3462 21.2029
5.4237 6.3462 18.1776
5.5593 6.3462 14.7800
5.6949 6.3462 9.1753
5.8305 6.3462 2.1163
5.9661 6.3462 -2.7726
6.1017 6.3462 -4.4668
6.2373 6.3462 -3.8908
6.3729 6.3462 -2.7691
6.5085 6.3462 -3.1848
6.6441 6.3462 -3.6478
6.7797 6.3462 -3.7253
6.9153 6.3462 -3.5820
7.0508 6.3462 -3.1536
7.1864 6.3462 -2.7620
7.3220 6.3462 -2.4495
7.4576 6.3462 -1.9617
7.5932 6.3462 -1.1644
7.7288 6.3462 -0.5831
7.8644 6.3462 -0.2584
8.0000 6.3462 -0.2037
0.0000 6.5385 47.3178
0.1356 6.5385 46.7134
0.2712 6.5385 46.9137
0.4068 6.5385 47.8008
0.5424 6.5385 48.2713
0.6780 6.5385 48.0112
0.8136 6.5385 47.5606
0.9492 6.5385 47.2154
1.0847 6.5385 47.0199
1.2203 6.5385 46.9058
1.3559 6.5385 46.8243
1.4915 6.5385 46.4065
1.6271 6.5385 45.1194
1.7627 6.5385 43.5552
1.8983 6.5385 42.3723
2.0339 6.5385 42.0115
2.1695 6.5385 41.5146
2.3051 6.5385 40.6210
2.4407 6.5385 39.5509
2.5763 6.5385 38.1847
2.7119 6.5385 36.8569
2.8475 6.5385 36.6621
2.9831 6.5385 36.1817
3.1186 6.5385 34.3870
3.2542 6.5385 31.2827
3.3898 6.5385 29.3522
3.5254 6.5385 28.3974
3.6610 6.5385 27.5505
3.7966 6.5385 26.7765
3.9322 6.5385 26.1806
4.0678 6.5385 26.0152
4.2034 6.5385 26.8395
4.3390 6.5385 27.4949
4.4746 6.5385 26.9780
4.6102 6.5385 26.0732
4.7458 6.5385 25.0170
4.8814 6.5385 23.7899
5.0169 6.5385 22.1729
5.1525 6.5385 20.0886
5.2881 6.5385 17.7066
5.4237 6.5385 15.1767
5.5593 6.5385 12.4253
5.6949 6.5385 8.7526
5.8305 6.5385 2.6488
5.9661 6.5385 -2.0465
6.1017 6.5385 -3.3779
6.2373 6.5385 -2.4916
6.3729 6.5385 -2.1797
6.5085 6.5385 -2.9257
6.6441 6.5385 -3.2198
6.7797 6.5385 -3.3010
6.9153 6.5385 -3.2117
7.0508 6.5385 -2.8551
7.1864 6.5385 -2.5230
7.3220 6.5385 -2.2660
7.4576 6.5385 -1.9566
7.5932 6.5385 -1.4001
7.7288 6.5385 -0.7268
7.8644 6.5385 -0.3438
8.0000 6.5385 -0.2468
0.0000 6.7308 38.3135
0.1356 6.7308 37.8462
0.2712 6.7308 38.2702
0.4068 6.7308 39.0568
0.5424 6.7308 39.0882
0.6780 6.7308 38.7857
0.8136 6.7308 38.4671
0.9492 6.7308 38.2049
1.0847 6.7308 38.0440
1.2203 6.7308 37.9217
1.3559 6.7308 37.8075
1.4915 6.7308 37.6318
1.6271 6.7308 36.9872
1.7627 6.7308 35.5926
1.8983 6.7308 34.4357
2.0339 6.7308 34.1126
2.1695 6.7308 33.7107
2.3051 6.7308 32.9644
2.4407 6.7308 32.1259
2.5763 6.7308 31.1388
2.7119 6.7308 29.8025
2.8475 6.7308 29.2900
2.9831 6.7308 29.0237
3.1186 6.7308 27.3613
3.2542 6.7308 24.8280
3.3898 6.7308 23.7697
3.5254 6.7308 23.0008
3.6610 6.7308 22.3071
3.7966 6.7308 21.6569
3.9322 6.7308 21.1540
4.0678 6.7308 21.0616
4.2034 6.7308 21.9002
4.3390 6.7308 22.0437
4.4746 6.7308 21.5075
4.6102 6.7308 20.7676
4.7458 6.7308 19.9767
4.8814 6.7308 19.0631
5.0169 6.7308 17.8013
5.1525 6.7308 16.1106
5.2881 6.7308 14.1584
5.4237 6.7308 12.1130
5.5593 6.7308 9.9537
5.6949 6.7308 7.5118
5.8305 6.7308 3.1853
5.9661 6.7308 -1.2839
6.1017 6.7308 -2.2524
6.2373 6.7308 -1.4304
6.3729 6.7308 -1.9898
6.5085 6.7308 -2.4555
6.6441 6.7308 -2.6423
6.7797 6.7308 -2.7513
6.9153 6.7308 -2.7160
7.0508 6.7308 -2.4313
7.1864 6.7308 -2.1587
7.3220 6.7308 -1.9414
7.4576 6.7308 -1.7311
7.5932 6.7308 -1.4116
7.7288 6.7308 -0.8362
7.8644 6.7308 -0.4019
8.0000 6.7308 -0.2696
0.0000 6.9231 29.0085
0.1356 6.9231 28.7395
0.2712 6.9231 29.3824
0.4068 6.9231 29.6326
0.5424 6.9231 29.4678
0.6780 6.9231 29.2770
0.8136 6.9231 29.0847
0.9492 6.9231 28.9057
1.0847 6.9231 28.7793
1.2203 6.9231 28.6488
1.3559 6.9231 28.5027
1.4915 6.9231 28.3572
1.6271 6.9231 28.1361
1.7627 6.9231 27.3442
1.8983 6.9231 26.2425
2.0339 6.9231 25.9319
2.1695 6.9231 25.5998
2.3051 6.9231 24.9915
2.4407 6.9231 24.3528
2.5763 6.9231 23.6855
2.7119 6.9231 22.8136
2.8475 6.9231 21.8909
2.9831 6.9231 21.7517
3.1186 6.9231 20.2228
3.2542 6.9231 18.7191
3.3898 6.9231 18.0485
3.5254 6.9231 17.4788
3.6610 6.9231 16.9443
3.7966 6.9231 16.4307
3.9322 6.9231 16.0220
4.0678 6.9231 16.0036
4.2034 6.9231 16.6494
4.3390 6.9231 16.4596
4.4746 6.9231 15.9848
4.6102 6.9231 15.4407
4.7458 6.9231 14.8965
4.8814 6.9231 14.2947
5.0169 6.9231 13.3881
5.1525 6.9231 12.0909
5.2881 6.9231 10.5758
5.4237 6.9231 9.0162
5.5593 6.9231 7.4176
5.6949 6.9231 5.6654
5.8305 6.9231 3.2490
5.9661 6.9231 -0.5808
6.1017 6.9231 -1.1866
6.2373 6.9231 -0.9975
6.3729 6.9231 -1.5873
6.5085 6.9231 -1.8268
6.6441 6.9231 -1.9795
6.7797 6.9231 -2.1012
6.9153 6.9231 -2.1200
7.0508 6.9231 -1.9071
7.1864 6.9231 -1.6940
7.3220 6.9231 -1.5171
7.4576 6.9231 -1.3505
7.5932 6.9231 -1.1804
7.7288 6.9231 -0.8712
7.8644 6.9231 -0.4241
8.0000 6.9231 -0.2643
0.0000 7.1154 19.4739
0.1356 7.1154 19.4606
0.2712 7.1154 19.8374
0.4068 7.1154 19.7644
0.5424 7.1154 19.6731
0.6780 7.1154 19.5803
0.8136 7.1154 19.4866
0.9492 7.1154 19.3897
1.0847 7.1154 19.2978
1.2203 7.1154 19.1676
1.3559 7.1154 19.0300
1.4915 7.1154 18.8931
1.6271 7.1154 18.7568
1.7627 7.1154 18.5517
1.8983 7.1154 17.8096
2.0339 7.1154 17.4982
2.1695 7.1154 17.2123
2.3051 7.1154 16.7895
2.4407 7.1154 16.3613
2.5763 7.1154 15.9140
2.7119 7.1154 15.4317
2.8475 7.1154 14.7073
2.9831 7.1154 14.4412
3.1186 7.1154 13.2429
3.2542 7.1154 12.6177
3.3898 7.1154 12.1883
3.5254 7.1154 11.8001
3.6610 7.1154 11.4377
3.7966 7.1154 11.0917
3.9322 7.1154 10.7860
4.0678 7.1154 10.8428
4.2034 7.1154 11.0805
4.3390 7.1154 10.8288
4.4746 7.1154 10.4984
4.6102 7.1154 10.1615
4.7458 7.1154 9.8268
4.8814 7.1154 9.4951
5.0169 7.1154 8.9436
5.1525 7.1154 8.0400
5.2881 7.1154 7.0085
5.4237 7.1154 5.9618
5.5593 7.1154 4.8823
5.6949 7.1154 3.7522
5.8305 7.1154 2.4435
5.9661 7.1154 -0.0336
6.1017 7.1154 -0.3566
6.2373 7.1154 -0.7725
6.3729 7.1154 -1.0274
6.5085 7.1154 -1.1864
6.6441 7.1154 -1.3029
6.7797 7.1154 -1.3934
6.9153 7.1154 -1.4488
7.0508 7.1154 -1.3077
7.1864 7.1154 -1.1539
7.3220 7.1154 -1.0227
7.4576 7.1154 -0.9028
7.5932 7.1154 -0.7890
7.7288 7.1154 -0.6706
7.8644 7.1154 -0.3981
8.0000 7.1154 -0.2228
0.0000 7.3077 9.7807
0.1356 7.3077 9.8955
0.2712 7.3077 9.8766
0.4068 7.3077 9.8498
0.5424 7.3077 9.8213
0.6780 7.3077 9.7914
0.8136 7.3077 9.7608
0.9492 7.3077 9.7294
1.0847 7.3077 9.6721
1.2203 7.3077 9.5823
1.3559 7.3077 9.4932
1.4915 7.3077 9.4047
1.6271 7.3077 9.3168
1.7627 7.3077 9.2295
1.8983 7.3077 9.0931
2.0339 7.3077 8.8400
2.1695 7.3077 8.6497
2.3051 7.3077 8.4494
2.4407 7.3077 8.2475
2.5763 7.3077 8.0303
2.7119 7.3077 7.7845
2.8475 7.3077 7.4965
2.9831 7.3077 7.1675
3.1186 7.3077 6.6325
3.2542 7.3077 6.3584
3.3898 7.3077 6.1297
3.5254 7.3077 5.9336
3.6610 7.3077 5.7607
3.7966 7.3077 5.6015
3.9322 7.3077 5.4471
4.0678 7.3077 5.5190
4.2034 7.3077 5.4543
4.3390 7.3077 5.3092
4.4746 7.3077 5.1512
4.6102 7.3077 4.9893
4.7458 7.3077 4.8321
4.8814 7.3077 4.6886
5.0169 7.3077 4.4783
5.1525 7.3077 4.0047
5.2881 7.3077 3.5094
5.4237 7.3077 3.0039
5.5593 7.3077 2.4707
5.6949 7.3077 1.8920
5.8305 7.3077 1.2500
5.9661 7.3077 0.2617
6.1017 7.3077 -0.1685
6.2373 7.3077 -0.4061
6.3729 7.3077 -0.5462
6.5085 7.3077 -0.6318
6.6441 7.3077 -0.6796
6.7797 7.3077 -0.7061
6.9153 7.3077 -0.7278
7.0508 7.3077 -0.6581
7.1864 7.3077 -0.5638
7.3220 7.3077 -0.4879
7.4576 7.3077 -0.4248
7.5932 7.3077 -0.3693
7.7288 7.3077 -0.3161
7.8644 7.3077 -0.2583
8.0000 7.3077 -0.1374
0.0000 7.5000 0.0000
0.1356 7.5000 0.0057
0.2712 7.5000 0.0086
0.4068 7.5000 0.0094
0.5424 7.5000 0.0084
0.6780 7.5000 0.0064
0.8136 7.5000 0.0037
0.9492 7.5000 0.0009
1.0847 7.5000 -0.0014
1.2203 7.5000 -0.0030
1.3559 7.5000 -0.0040
1.4915 7.5000 -0.0044
1.6271 7.5000 -0.0041
1.7627 7.5000 -0.0031
1.8983 7.5000 -0.0016
2.0339 7.5000 0.0016
2.1695 7.5000 0.0240
2.3051 7.5000 0.0621
2.4407 7.5000 0.1024
2.5763 7.5000 0.1314
2.7119 7.5000 0.1355
2.8475 7.5000 0.1013
2.9831 7.5000 0.0151
3.1186 7.5000 -0.0885
3.2542 7.5000 -0.1443
3.3898 7.5000 -0.1606
3.5254 7.5000 -0.1471
3.6610 7.5000 -0.1130
3.7966 7.5000 -0.0679
3.9322 7.5000 -0.0211
4.0678 7.5000 0.0158
4.2034 7.5000 0.0277
4.3390 7.5000 0.0204
4.4746 7.5000 0.0028
4.6102 7.5000 -0.0163
4.7458 7.5000 -0.0281
4.8814 7.5000 -0.0239
5.0169 7.5000 0.0053
5.1525 7.5000 0.0619
5.2881 7.5000 0.1311
5.4237 7.5000 0.1953
5.5593 7.5000 0.2368
5.6949 7.5000 0.2377
5.8305 7.5000 0.1804
5.9661 7.5000 0.0472
6.1017 7.5000 -0.1252
6.2373 7.5000 -0.2209
6.3729 7.5000 -0.2503
6.5085 7.5000 -0.2301
6.6441 7.5000 -0.1767
6.7797 7.5000 -0.1067
6.9153 7.5000 -0.0365
7.0508 7.5000 0.0174
7.1864 7.5000 0.0473
7.3220 7.5000 0.0577
7.4576 7.5000 0.0539
7.5932 7.5000 0.0409
7.7288 7.5000 0.0241
7.8644 7.5000 0.0087
8.0000 7.5000 0.0000
