angle radius accuracy
-19.3220 2.0385 5.6454
-18.6441 2.0385 12.5805
-17.9661 2.0385 19.4329
-17.2881 2.0385 26.1773
-16.6102 2.0385 32.7528
-15.9322 2.0385 39.0731
-15.2542 2.0385 45.0706
-14.5763 2.0385 50.6791
-13.8983 2.0385 56.3088
-13.2203 2.0385 62.1977
-12.5424 2.0385 68.1690
-11.8644 2.0385 73.9522
-11.1864 2.0385 79.0980
-10.5085 2.0385 83.4991
-9.8305 2.0385 87.0829
-9.1525 2.0385 89.9434
-8.4746 2.0385 92.1752
-7.7966 2.0385 93.8277
-7.1186 2.0385 95.1099
-6.4407 2.0385 96.4348
-5.7627 2.0385 98.0023
-5.0847 2.0385 99.8426
-4.4068 2.0385 100.9124
-3.7288 2.0385 101.2054
-3.0508 2.0385 100.9811
-2.3729 2.0385 100.5270
-1.6949 2.0385 100.2197
-1.0169 2.0385 100.1620
-0.3390 2.0385 100.4118
0.3390 2.0385 101.0046
1.0169 2.0385 101.8047
1.6949 2.0385 102.6991
2.3729 2.0385 103.5912
3.0508 2.0385 104.3525
3.7288 2.0385 104.7170
4.4068 2.0385 104.5668
5.0847 2.0385 103.8093
5.7627 2.0385 102.5140
6.4407 2.0385 101.3605
7.1186 2.0385 100.3429
7.7966 2.0385 99.3494
8.4746 2.0385 98.1042
9.1525 2.0385 96.4479
9.8305 2.0385 94.3307
10.5085 2.0385 91.6725
11.1864 2.0385 88.4128
11.8644 2.0385 84.6212
12.5424 2.0385 80.3927
13.2203 2.0385 76.0601
13.8983 2.0385 71.7983
14.5763 2.0385 67.7105
15.2542 2.0385 63.5675
15.9322 2.0385 58.9978
16.6102 2.0385 54.0089
17.2881 2.0385 48.6092
17.9661 2.0385 42.8362
18.6441 2.0385 36.7410
19.3220 2.0385 30.3483
20.0000 2.0385 23.6828
-20.0000 2.1410 -1.0481
-19.3220 2.1410 5.8200
-18.6441 2.1410 12.6283
-17.9661 2.1410 19.3513
-17.2881 2.1410 25.9638
-16.6102 2.1410 32.4399
-15.9322 2.1410 38.7327
-15.2542 2.1410 44.7746
-14.5763 2.1410 50.4979
-13.8983 2.1410 55.8348
-13.2203 2.1410 60.8525
-12.5424 2.1410 66.1190
-11.8644 2.1410 71.5550
-11.1864 2.1410 76.7188
-10.5085 2.1410 81.1029
-9.8305 2.1410 84.6315
-9.1525 2.1410 87.4093
-8.4746 2.1410 89.5354
-7.7966 2.1410 91.1747
-7.1186 2.1410 92.9093
-6.4407 2.1410 94.9808
-5.7627 2.1410 96.8077
-5.0847 2.1410 97.7022
-4.4068 2.1410 97.9218
-3.7288 2.1410 97.7262
-3.0508 2.1410 97.3757
-2.3729 2.1410 97.1075
-1.6949 2.1410 97.0120
-1.0169 2.1410 97.1472
-0.3390 2.1410 97.5711
0.3390 2.1410 98.3189
1.0169 2.1410 99.2534
1.6949 2.1410 100.2617
2.3729 2.1410 101.2470
3.0508 2.1410 102.1126
3.7288 2.1410 102.7486
4.4068 2.1410 103.0302
5.0847 2.1410 102.8635
5.7627 2.1410 102.1562
6.4407 2.1410 100.8165
7.1186 2.1410 99.3062
7.7966 2.1410 97.9871
8.4746 2.1410 96.7172
9.1525 2.1410 95.0922
9.8305 2.1410 92.9811
10.5085 2.1410 90.3006
11.1864 2.1410 86.9819
11.8644 2.1410 83.0969
12.5424 2.1410 79.0290
13.2203 2.1410 75.0837
13.8983 2.1410 71.2892
14.5763 2.1410 67.1726
15.2542 2.1410 62.6394
15.9322 2.1410 57.6981
16.6102 2.1410 52.3573
17.2881 2.1410 46.6296
17.9661 2.1410 40.5418
18.6441 2.1410 34.1191
19.3220 2.1410 27.3859
20.0000 2.1410 20.3669
-20.0000 2.2436 -0.7035
-19.3220 2.2436 6.0585
-18.6441 2.2436 12.7580
-17.9661 2.2436 19.3697
-17.2881 2.2436 25.8684
-16.6102 2.2436 32.2336
-15.9322 2.2436 38.4364
-15.2542 2.2436 44.4443
-14.5763 2.2436 50.2130
-13.8983 2.2436 55.6677
-13.2203 2.2436 60.7402
-12.5424 2.2436 65.3634
-11.8644 2.2436 69.9566
-11.1864 2.2436 74.7976
-10.5085 2.2436 79.1646
-9.8305 2.2436 82.6379
-9.1525 2.2436 85.3331
-8.4746 2.2436 87.4068
-7.7966 2.2436 89.5566
-7.1186 2.2436 91.9472
-6.4407 2.2436 93.4952
-5.7627 2.2436 94.2109
-5.0847 2.2436 94.3539
-4.4068 2.2436 94.2043
-3.7288 2.2436 94.0012
-3.0508 2.2436 93.8354
-2.3729 2.2436 93.7884
-1.6949 2.2436 93.9048
-1.0169 2.2436 94.2329
-0.3390 2.2436 94.8309
0.3390 2.2436 95.7336
1.0169 2.2436 96.8026
1.6949 2.2436 97.9247
2.3729 2.2436 99.0032
3.0508 2.2436 99.9359
3.7288 2.2436 100.6422
4.4068 2.2436 101.0860
5.0847 2.2436 101.2314
5.7627 2.2436 100.9998
6.4407 2.2436 100.2940
7.1186 2.2436 99.0214
7.7966 2.2436 97.2317
8.4746 2.2436 95.5781
9.1525 2.2436 93.9465
9.8305 2.2436 91.8416
10.5085 2.2436 89.1388
11.1864 2.2436 85.7611
11.8644 2.2436 82.0317
12.5424 2.2436 78.4701
13.2203 2.2436 74.8427
13.8983 2.2436 70.8017
14.5763 2.2436 66.3553
15.2542 2.2436 61.5122
15.9322 2.2436 56.2799
16.6102 2.2436 50.6614
17.2881 2.2436 44.6584
17.9661 2.2436 38.2791
18.6441 2.2436 31.5516
19.3220 2.2436 24.5006
20.0000 2.2436 17.1509
-20.0000 2.3462 -0.3677
-19.3220 2.3462 6.3061
-18.6441 2.3462 12.9149
-17.9661 2.3462 19.4391
-17.2881 2.3462 25.8650
-16.6102 2.3462 32.1609
-15.9322 2.3462 38.2945
-15.2542 2.3462 44.2331
-14.5763 2.3462 49.9443
-13.8983 2.3462 55.3957
-13.2203 2.3462 60.5548
-12.5424 2.3462 65.3673
-11.8644 2.3462 69.7354
-11.1864 2.3462 73.7200
-10.5085 2.3462 77.8496
-9.8305 2.3462 81.2676
-9.1525 2.3462 83.8868
-8.4746 2.3462 86.4575
-7.7966 2.3462 88.7107
-7.1186 2.3462 89.9746
-6.4407 2.3462 90.5736
-5.7627 2.3462 90.8631
-5.0847 2.3462 90.9397
-4.4068 2.3462 90.8867
-3.7288 2.3462 90.7877
-3.0508 2.3462 90.7258
-2.3729 2.3462 90.7845
-1.6949 2.3462 91.0473
-1.0169 2.3462 91.5657
-0.3390 2.3462 92.3377
0.3390 2.3462 93.3953
1.0169 2.3462 94.5989
1.6949 2.3462 95.8327
2.3729 2.3462 96.9622
3.0508 2.3462 97.9235
3.7288 2.3462 98.6825
4.4068 2.3462 99.2050
5.0847 2.3462 99.4569
5.7627 2.3462 99.4039
6.4407 2.3462 99.0118
7.1186 2.3462 98.2432
7.7966 2.3462 96.9901
8.4746 2.3462 95.1444
9.1525 2.3462 93.1233
9.8305 2.3462 91.0197
10.5085 2.3462 88.2946
11.1864 2.3462 85.0202
11.8644 2.3462 81.8275
12.5424 2.3462 78.3152
13.2203 2.3462 74.4002
13.8983 2.3462 70.0918
14.5763 2.3462 65.3932
15.2542 2.3462 60.3062
15.9322 2.3462 54.8325
16.6102 2.3462 48.9740
17.2881 2.3462 42.7322
17.9661 2.3462 36.1089
18.6441 2.3462 29.1073
19.3220 2.3462 21.7614
20.0000 2.3462 14.1037
-20.0000 2.4487 -0.0954
-19.3220 2.4487 6.5095
-18.6441 2.4487 13.0708
-17.9661 2.4487 19.5672
-17.2881 2.4487 25.9661
-16.6102 2.4487 32.2350
-15.9322 2.4487 38.3416
-15.2542 2.4487 44.2532
-14.5763 2.4487 49.9375
-13.8983 2.4487 55.3619
-13.2203 2.4487 60.4940
-12.5424 2.4487 65.3012
-11.8644 2.4487 69.7511
-11.1864 2.4487 73.8113
-10.5085 2.4487 77.4188
-9.8305 2.4487 80.6858
-9.1525 2.4487 83.4750
-8.4746 2.4487 85.4554
-7.7966 2.4487 86.8725
-7.1186 2.4487 87.8266
-6.4407 2.4487 88.4010
-5.7627 2.4487 88.6792
-5.0847 2.4487 88.7444
-4.4068 2.4487 88.6802
-3.7288 2.4487 88.5697
-3.0508 2.4487 88.4965
-2.3729 2.4487 88.5439
-1.6949 2.4487 88.7953
-1.0169 2.4487 89.3340
-0.3390 2.4487 90.2382
0.3390 2.4487 91.4508
1.0169 2.4487 92.7565
1.6949 2.4487 93.9929
2.3729 2.4487 95.1211
3.0508 2.4487 96.1070
3.7288 2.4487 96.9165
4.4068 2.4487 97.5153
5.0847 2.4487 97.8692
5.7627 2.4487 97.9442
6.4407 2.4487 97.7060
7.1186 2.4487 97.1204
7.7966 2.4487 96.1533
8.4746 2.4487 94.7705
9.1525 2.4487 92.9336
9.8305 2.4487 90.6231
10.5085 2.4487 87.9466
11.1864 2.4487 84.9994
11.8644 2.4487 81.6544
12.5424 2.4487 77.9153
13.2203 2.4487 73.7840
13.8983 2.4487 69.2622
14.5763 2.4487 64.3515
15.2542 2.4487 59.0537
15.9322 2.4487 53.3706
16.6102 2.4487 47.3039
17.2881 2.4487 40.8553
17.9661 2.4487 34.0265
18.6441 2.4487 26.8193
19.3220 2.4487 19.2354
20.0000 2.4487 11.2941
-20.0000 2.5513 0.0609
-19.3220 2.5513 6.6752
-18.6441 2.5513 13.2507
-17.9661 2.5513 19.7612
-17.2881 2.5513 26.1743
-16.6102 2.5513 32.4574
-15.9322 2.5513 38.5781
-15.2542 2.5513 44.5040
-14.5763 2.5513 50.2024
-13.8983 2.5513 55.6410
-13.2203 2.5513 60.7872
-12.5424 2.5513 65.6086
-11.8644 2.5513 70.0727
-11.1864 2.5513 74.1470
-10.5085 2.5513 77.7682
-9.8305 2.5513 81.0311
-9.1525 2.5513 83.5886
-8.4746 2.5513 85.4459
-7.7966 2.5513 86.7439
-7.1186 2.5513 87.5789
-6.4407 2.5513 88.0343
-5.7627 2.5513 88.1933
-5.0847 2.5513 88.1395
-4.4068 2.5513 87.9561
-3.7288 2.5513 87.7265
-3.0508 2.5513 87.5342
-2.3729 2.5513 87.4625
-1.6949 2.5513 87.5948
-1.0169 2.5513 88.0144
-0.3390 2.5513 88.8011
0.3390 2.5513 90.0227
1.0169 2.5513 91.3570
1.6949 2.5513 92.5574
2.3729 2.5513 93.6756
3.0508 2.5513 94.6772
3.7288 2.5513 95.5283
4.4068 2.5513 96.1945
5.0847 2.5513 96.6418
5.7627 2.5513 96.8359
6.4407 2.5513 96.7427
7.1186 2.5513 96.3280
7.7966 2.5513 95.5576
8.4746 2.5513 94.3974
9.1525 2.5513 92.8131
9.8305 2.5513 90.7492
10.5085 2.5513 88.0803
11.1864 2.5513 84.9467
11.8644 2.5513 81.4188
12.5424 2.5513 77.4981
13.2203 2.5513 73.1865
13.8983 2.5513 68.4856
14.5763 2.5513 63.3972
15.2542 2.5513 57.9231
15.9322 2.5513 52.0649
16.6102 2.5513 45.8244
17.2881 2.5513 39.2034
17.9661 2.5513 32.2034
18.6441 2.5513 24.8264
19.3220 2.5513 17.0508
20.0000 2.5513 8.7893
-20.0000 2.6538 0.0911
-19.3220 2.6538 6.7740
-18.6441 2.6538 13.4092
-17.9661 2.6538 19.9687
-17.2881 2.6538 26.4304
-16.6102 2.6538 32.7621
-15.9322 2.6538 38.9313
-15.2542 2.6538 44.9057
-14.5763 2.6538 50.6527
-13.8983 2.6538 56.1398
-13.2203 2.6538 61.3346
-12.5424 2.6538 66.1825
-11.8644 2.6538 70.5837
-11.1864 2.6538 74.6320
-10.5085 2.6538 78.9738
-9.8305 2.6538 82.3297
-9.1525 2.6538 84.2863
-8.4746 2.6538 86.1073
-7.7966 2.6538 87.8528
-7.1186 2.6538 88.7337
-6.4407 2.6538 89.0174
-5.7627 2.6538 88.9948
-5.0847 2.6538 88.7593
-4.4068 2.6538 88.3942
-3.7288 2.6538 87.9830
-3.0508 2.6538 87.6090
-2.3729 2.6538 87.3557
-1.6949 2.6538 87.3063
-1.0169 2.6538 87.5219
-0.3390 2.6538 88.0265
0.3390 2.6538 88.9561
1.0169 2.6538 90.6506
1.6949 2.6538 92.2040
2.3729 2.6538 93.4505
3.0508 2.6538 94.4752
3.7288 2.6538 95.3201
4.4068 2.6538 96.0061
5.0847 2.6538 96.4989
5.7627 2.6538 96.7645
6.4407 2.6538 96.7685
7.1186 2.6538 96.4770
7.7966 2.6538 95.8555
8.4746 2.6538 94.8701
9.1525 2.6538 93.4249
9.8305 2.6538 91.3932
10.5085 2.6538 88.7393
11.1864 2.6538 85.5634
11.8644 2.6538 81.9122
12.5424 2.6538 77.8590
13.2203 2.6538 73.4161
13.8983 2.6538 68.5854
14.5763 2.6538 63.3684
15.2542 2.6538 57.7669
15.9322 2.6538 51.7828
16.6102 2.6538 45.4176
17.2881 2.6538 38.6563
17.9661 2.6538 31.3912
18.6441 2.6538 23.5542
19.3220 2.6538 15.1053
20.0000 2.6538 6.6174
-20.0000 2.7564 0.0283
-19.3220 2.7564 6.7919
-18.6441 2.7564 13.5142
-17.9661 2.7564 20.1637
-17.2881 2.7564 26.7090
-16.6102 2.7564 33.1225
-15.9322 2.7564 39.3736
-15.2542 2.7564 45.4298
-14.5763 2.7564 51.2465
-13.8983 2.7564 56.7474
-13.2203 2.7564 61.8625
-12.5424 2.7564 66.5231
-11.8644 2.7564 71.2839
-11.1864 2.7564 76.4729
-10.5085 2.7564 81.0348
-9.8305 2.7564 84.3454
-9.1525 2.7564 86.3046
-8.4746 2.7564 87.1101
-7.7966 2.7564 88.0670
-7.1186 2.7564 89.5690
-6.4407 2.7564 90.4206
-5.7627 2.7564 90.5662
-5.0847 2.7564 90.2239
-4.4068 2.7564 89.6276
-3.7288 2.7564 88.9797
-3.0508 2.7564 88.3691
-2.3729 2.7564 87.8777
-1.6949 2.7564 87.5621
-1.0169 2.7564 87.4827
-0.3390 2.7564 87.7068
0.3390 2.7564 88.3656
1.0169 2.7564 89.8353
1.6949 2.7564 91.8841
2.3729 2.7564 93.6565
3.0508 2.7564 94.9581
3.7288 2.7564 95.9795
4.4068 2.7564 96.7431
5.0847 2.7564 97.2569
5.7627 2.7564 97.5397
6.4407 2.7564 97.5868
7.1186 2.7564 97.3642
7.7966 2.7564 96.8301
8.4746 2.7564 95.8906
9.1525 2.7564 94.4552
9.8305 2.7564 92.4373
10.5085 2.7564 89.7985
11.1864 2.7564 86.6317
11.8644 2.7564 82.9752
12.5424 2.7564 78.8637
13.2203 2.7564 74.3411
13.8983 2.7564 69.4319
14.5763 2.7564 64.1379
15.2542 2.7564 58.4517
15.9322 2.7564 52.3100
16.6102 2.7564 45.6535
17.2881 2.7564 38.4267
17.9661 2.7564 30.5598
18.6441 2.7564 22.0624
19.3220 2.7564 13.3051
20.0000 2.7564 4.7688
-20.0000 2.8590 -0.0928
-19.3220 2.8590 6.7631
-18.6441 2.8590 13.5840
-17.9661 2.8590 20.3385
-17.2881 2.8590 26.9952
-16.6102 2.8590 33.5219
-15.9322 2.8590 39.8651
-15.2542 2.8590 45.9542
-14.5763 2.8590 51.7198
-13.8983 2.8590 57.0924
-13.2203 2.8590 62.1805
-12.5424 2.8590 67.7303
-11.8644 2.8590 73.5998
-11.1864 2.8590 79.1357
-10.5085 2.8590 83.5987
-9.8305 2.8590 86.8641
-9.1525 2.8590 88.8383
-8.4746 2.8590 89.6241
-7.7966 2.8590 89.5772
-7.1186 2.8590 89.7688
-6.4407 2.8590 90.5936
-5.7627 2.8590 91.4667
-5.0847 2.8590 91.5766
-4.4068 2.8590 91.1395
-3.7288 2.8590 90.3735
-3.0508 2.8590 89.4977
-2.3729 2.8590 88.7149
-1.6949 2.8590 88.1174
-1.0169 2.8590 87.7723
-0.3390 2.8590 87.7471
0.3390 2.8590 88.1664
1.0169 2.8590 89.3674
1.6949 2.8590 91.2810
2.3729 2.8590 93.5183
3.0508 2.8590 95.4461
3.7288 2.8590 96.8262
4.4068 2.8590 97.7791
5.0847 2.8590 98.4300
5.7627 2.8590 98.7871
6.4407 2.8590 98.8584
7.1186 2.8590 98.6500
7.7966 2.8590 98.1214
8.4746 2.8590 97.1876
9.1525 2.8590 95.7621
9.8305 2.8590 93.7581
10.5085 2.8590 91.1344
11.1864 2.8590 87.9765
11.8644 2.8590 84.3227
12.5424 2.8590 80.2073
13.2203 2.8590 75.6649
13.8983 2.8590 70.7088
14.5763 2.8590 65.2931
15.2542 2.8590 59.3621
15.9322 2.8590 52.8602
16.6102 2.8590 45.7276
17.2881 2.8590 37.8921
17.9661 2.8590 29.4415
18.6441 2.8590 20.5999
19.3220 2.8590 11.8208
20.0000 2.8590 3.2322
-20.0000 2.9615 -0.2374
-19.3220 2.9615 6.7223
-18.6441 2.9615 13.6534
-17.9661 2.9615 20.5245
-17.2881 2.9615 27.3040
-16.6102 2.9615 33.9179
-15.9322 2.9615 40.2705
-15.2542 2.9615 46.2922
-14.5763 2.9615 51.9158
-13.8983 2.9615 57.7112
-13.2203 2.9615 63.9777
-12.5424 2.9615 70.4424
-11.8644 2.9615 76.6981
-11.1864 2.9615 82.0872
-10.5085 2.9615 86.4514
-9.8305 2.9615 89.6716
-9.1525 2.9615 91.6608
-8.4746 2.9615 92.5248
-7.7966 2.9615 92.4091
-7.1186 2.9615 91.7441
-6.4407 2.9615 91.2690
-5.7627 2.9615 91.3003
-5.0847 2.9615 91.9577
-4.4068 2.9615 92.0847
-3.7288 2.9615 91.6056
-3.0508 2.9615 90.7384
-2.3729 2.9615 89.7236
-1.6949 2.9615 88.8754
-1.0169 2.9615 88.2960
-0.3390 2.9615 88.0527
0.3390 2.9615 88.2639
1.0169 2.9615 89.2274
1.6949 2.9615 90.8677
2.3729 2.9615 93.0481
3.0508 2.9615 95.3483
3.7288 2.9615 97.3588
4.4068 2.9615 98.8388
5.0847 2.9615 99.6800
5.7627 2.9615 100.1530
6.4407 2.9615 100.2879
7.1186 2.9615 100.0931
7.7966 2.9615 99.5657
8.4746 2.9615 98.6376
9.1525 2.9615 97.2219
9.8305 2.9615 95.2318
10.5085 2.9615 92.6231
11.1864 2.9615 89.4743
11.8644 2.9615 85.8230
12.5424 2.9615 81.7039
13.2203 2.9615 77.1301
13.8983 2.9615 72.0413
14.5763 2.9615 66.3811
15.2542 2.9615 60.0938
15.9322 2.9615 53.0965
16.6102 2.9615 45.3779
17.2881 2.9615 37.0621
17.9661 2.9615 28.3009
18.6441 2.9615 19.4420
19.3220 2.9615 10.6409
20.0000 2.9615 1.9964
-20.0000 3.0641 -0.3705
-19.3220 3.0641 6.7045
-18.6441 3.0641 13.7572
-17.9661 3.0641 20.7563
-17.2881 3.0641 27.6296
-16.6102 3.0641 34.2371
-15.9322 3.0641 40.5066
-15.2542 3.0641 46.5602
-14.5763 3.0641 53.1216
-13.8983 3.0641 60.0327
-13.2203 3.0641 67.0202
-12.5424 3.0641 73.7850
-11.8644 3.0641 79.8762
-11.1864 3.0641 85.1133
-10.5085 3.0641 89.3788
-9.8305 3.0641 92.5537
-9.1525 3.0641 94.5580
-8.4746 3.0641 95.5002
-7.7966 3.0641 95.5258
-7.1186 3.0641 94.7819
-6.4407 3.0641 93.6671
-5.7627 3.0641 92.6242
-5.0847 3.0641 91.9607
-4.4068 3.0641 91.9842
-3.7288 3.0641 92.1763
-3.0508 3.0641 91.7078
-2.3729 3.0641 90.7922
-1.6949 3.0641 89.7415
-1.0169 3.0641 88.9591
-0.3390 3.0641 88.5291
0.3390 3.0641 88.5634
1.0169 3.0641 89.3207
1.6949 3.0641 90.7190
2.3729 3.0641 92.6235
3.0508 3.0641 94.8859
3.7288 3.0641 97.1692
4.4068 3.0641 99.1896
5.0847 3.0641 100.7064
5.7627 3.0641 101.4884
6.4407 3.0641 101.7180
7.1186 3.0641 101.5656
7.7966 3.0641 101.0393
8.4746 3.0641 100.1169
9.1525 3.0641 98.7109
9.8305 3.0641 96.7348
10.5085 3.0641 94.1412
11.1864 3.0641 91.0013
11.8644 3.0641 87.3527
12.5424 3.0641 83.2155
13.2203 3.0641 78.5138
13.8983 3.0641 73.1844
14.5763 3.0641 67.1649
15.2542 3.0641 60.3574
15.9322 3.0641 52.8439
16.6102 3.0641 44.7509
17.2881 3.0641 36.2070
17.9661 3.0641 27.4314
18.6441 3.0641 18.5810
19.3220 3.0641 9.7545
20.0000 3.0641 1.0503
-20.0000 3.1667 -0.4574
-19.3220 3.1667 6.7443
-18.6441 3.1667 13.9302
-17.9661 3.1667 21.0420
-17.2881 3.1667 27.8959
-16.6102 3.1667 34.4088
-15.9322 3.1667 41.1630
-15.2542 3.1667 48.4184
-14.5763 3.1667 55.9016
-13.8983 3.1667 63.3397
-13.2203 3.1667 70.4595
-12.5424 3.1667 77.0287
-11.8644 3.1667 82.9148
-11.1864 3.1667 88.0000
-10.5085 3.1667 92.1667
-9.8305 3.1667 95.2963
-9.1525 3.1667 97.3157
-8.4746 3.1667 98.3360
-7.7966 3.1667 98.5030
-7.1186 3.1667 97.9620
-6.4407 3.1667 96.8597
-5.7627 3.1667 95.4027
-5.0847 3.1667 93.8906
-4.4068 3.1667 92.6311
-3.7288 3.1667 91.9316
-3.0508 3.1667 91.9371
-2.3729 3.1667 91.5320
-1.6949 3.1667 90.6207
-1.0169 3.1667 89.6670
-0.3390 3.1667 89.0816
0.3390 3.1667 88.9703
1.0169 3.1667 89.5526
1.6949 3.1667 90.7402
2.3729 3.1667 92.3981
3.0508 3.1667 94.3916
3.7288 3.1667 96.5823
4.4068 3.1667 98.7761
5.0847 3.1667 100.7336
5.7627 3.1667 102.2145
6.4407 3.1667 102.9782
7.1186 3.1667 102.9314
7.7966 3.1667 102.4262
8.4746 3.1667 101.5018
9.1525 3.1667 100.1057
9.8305 3.1667 98.1435
10.5085 3.1667 95.5649
11.1864 3.1667 92.4341
11.8644 3.1667 88.7825
12.5424 3.1667 84.5279
13.2203 3.1667 79.5893
13.8983 3.1667 73.8693
14.5763 3.1667 67.3371
15.2542 3.1667 60.1167
15.9322 3.1667 52.3346
16.6102 3.1667 44.1175
17.2881 3.1667 35.5883
17.9661 3.1667 26.8516
18.6441 3.1667 18.0059
19.3220 3.1667 9.1501
20.0000 3.1667 0.3827
-20.0000 3.2692 -0.4633
-19.3220 3.2692 6.8767
-18.6441 3.2692 14.1969
-17.9661 3.2692 21.2887
-17.2881 3.2692 28.2334
-16.6102 3.2692 35.7309
-15.9322 3.2692 43.6078
-15.2542 3.2692 51.5880
-14.5763 3.2692 59.3387
-13.8983 3.2692 66.7014
-13.2203 3.2692 73.5900
-12.5424 3.2692 79.9183
-11.8644 3.2692 85.5997
-11.1864 3.2692 90.5330
-10.5085 3.2692 94.6010
-9.8305 3.2692 97.6853
-9.1525 3.2692 99.7197
-8.4746 3.2692 100.8183
-7.7966 3.2692 101.1265
-7.1186 3.2692 100.7863
-6.4407 3.2692 99.9124
-5.7627 3.2692 98.6075
-5.0847 3.2692 96.9741
-4.4068 3.2692 95.1248
-3.7288 3.2692 93.3679
-3.0508 3.2692 92.0441
-2.3729 3.2692 91.4612
-1.6949 3.2692 91.1638
-1.0169 3.2692 90.3249
-0.3390 3.2692 89.6154
0.3390 3.2692 89.3898
1.0169 3.2692 89.8285
1.6949 3.2692 90.8366
2.3729 3.2692 92.2793
3.0508 3.2692 94.0287
3.7288 3.2692 95.9701
4.4068 3.2692 97.9896
5.0847 3.2692 99.9734
5.7627 3.2692 101.7859
6.4407 3.2692 103.1581
7.1186 3.2692 103.8400
7.7966 3.2692 103.5992
8.4746 3.2692 102.6759
9.1525 3.2692 101.2825
9.8305 3.2692 99.3342
10.5085 3.2692 96.7707
11.1864 3.2692 93.6486
11.8644 3.2692 89.9010
12.5424 3.2692 85.4032
13.2203 3.2692 80.0312
13.8983 3.2692 73.8623
14.5763 3.2692 67.0230
15.2542 3.2692 59.6552
15.9322 3.2692 51.8631
16.6102 3.2692 43.7075
17.2881 3.2692 35.2488
17.9661 3.2692 26.5500
18.6441 3.2692 17.7055
19.3220 3.2692 8.8166
20.0000 3.2692 -0.0178
-20.0000 3.3718 -0.3534
-19.3220 3.3718 7.1360
-18.6441 3.3718 14.4643
-17.9661 3.3718 22.1018
-17.2881 3.3718 30.2624
-16.6102 3.3718 38.4993
-15.9322 3.3718 46.6069
-15.2542 3.3718 54.4989
-14.5763 3.3718 62.0893
-13.8983 3.3718 69.2917
-13.2203 3.3718 76.0200
-12.5424 3.3718 82.1880
-11.8644 3.3718 87.7094
-11.1864 3.3718 92.4982
-10.5085 3.3718 96.4674
-9.8305 3.3718 99.5064
-9.1525 3.3718 101.5559
-8.4746 3.3718 102.7326
-7.7966 3.3718 103.1677
-7.1186 3.3718 102.9665
-6.4407 3.3718 102.2317
-5.7627 3.3718 101.0658
-5.0847 3.3718 99.5715
-4.4068 3.3718 97.8514
-3.7288 3.3718 96.0082
-3.0508 3.3718 94.1444
-2.3729 3.3718 92.3782
-1.6949 3.3718 91.1429
-1.0169 3.3718 90.6891
-0.3390 3.3718 90.0359
0.3390 3.3718 89.7273
1.0169 3.3718 90.0536
1.6949 3.3718 90.9159
2.3729 3.3718 92.1974
3.0508 3.3718 93.7848
3.7288 3.3718 95.5641
4.4068 3.3718 97.4216
5.0847 3.3718 99.2434
5.7627 3.3718 100.9155
6.4407 3.3718 102.3241
7.1186 3.3718 103.3554
7.7966 3.3718 103.8596
8.4746 3.3718 103.4831
9.1525 3.3718 102.1209
9.8305 3.3718 100.1832
10.5085 3.3718 97.6348
11.1864 3.3718 94.4507
11.8644 3.3718 90.4157
12.5424 3.3718 85.4772
13.2203 3.3718 79.8013
13.8983 3.3718 73.5194
14.5763 3.3718 66.6921
15.2542 3.3718 59.3800
15.9322 3.3718 51.6436
16.6102 3.3718 43.5436
17.2881 3.3718 35.1407
17.9661 3.3718 26.4953
18.6441 3.3718 17.6681
19.3220 3.3718 8.7429
20.0000 3.3718 -0.1623
-20.0000 3.4744 -0.0928
-19.3220 3.4744 7.6478
-18.6441 3.4744 15.6840
-17.9661 3.4744 23.8496
-17.2881 3.4744 32.0583
-16.6102 3.4744 40.2238
-15.9322 3.4744 48.2601
-15.2542 3.4744 56.0808
-14.5763 3.4744 63.5998
-13.8983 3.4744 70.7309
-13.2203 3.4744 77.3879
-12.5424 3.4744 83.4846
-11.8644 3.4744 88.9347
-11.1864 3.4744 93.6521
-10.5085 3.4744 97.5505
-9.8305 3.4744 100.5457
-9.1525 3.4744 102.6076
-8.4746 3.4744 103.8279
-7.7966 3.4744 104.3094
-7.1186 3.4744 104.1546
-6.4407 3.4744 103.4661
-5.7627 3.4744 102.3466
-5.0847 3.4744 100.8986
-4.4068 3.4744 99.2249
-3.7288 3.4744 97.4280
-3.0508 3.4744 95.6106
-2.3729 3.4744 93.8752
-1.6949 3.4744 92.3246
-1.0169 3.4744 91.0612
-0.3390 3.4744 90.2067
0.3390 3.4744 89.8882
1.0169 3.4744 90.1461
1.6949 3.4744 90.9376
2.3729 3.4744 92.1488
3.0508 3.4744 93.6659
3.7288 3.4744 95.3749
4.4068 3.4744 97.1621
5.0847 3.4744 98.9135
5.7627 3.4744 100.5153
6.4407 3.4744 101.8536
7.1186 3.4744 102.8146
7.7966 3.4744 103.2844
8.4746 3.4744 103.1491
9.1525 3.4744 102.2950
9.8305 3.4744 100.5672
10.5085 3.4744 97.9800
11.1864 3.4744 94.5218
11.8644 3.4744 90.2758
12.5424 3.4744 85.3025
13.2203 3.4744 79.6627
13.8983 3.4744 73.4168
14.5763 3.4744 66.6255
15.2542 3.4744 59.3495
15.9322 3.4744 51.6491
16.6102 3.4744 43.5852
17.2881 3.4744 35.2183
17.9661 3.4744 26.6090
18.6441 3.4744 17.8179
19.3220 3.4744 8.9055
20.0000 3.4744 -0.0620
-20.0000 3.5769 0.3494
-19.3220 3.5769 7.9045
